TVD,PP
4100.431579,1771.093906
4100.926316,1731.400639
4101.421053,1695.128258
4101.915789,1667.628558
4102.410526,1641.605355
4102.905263,1606.977484
4103.4,1557.380659
4103.894737,1491.216477
4104.389474,1412.352108
4104.884211,1330.818068
4105.378947,1264.602862
4105.873684,1235.783845
4106.368421,1259.377013
4106.863158,1330.932623
4107.357895,1426.245137
4107.852632,1514.749736
4108.347368,1573.665758
4108.842105,1596.323193
4109.336842,1592.155189
4109.831579,1580.709806
4110.326316,1580.382365
4110.821053,1597.777483
4111.315789,1625.512947
4111.810526,1649.516382
4112.305263,1659.836348
4112.8,1656.18109
4113.294737,1647.647685
4113.789474,1646.933959
4114.284211,1662.058062
4114.778947,1691.664907
4115.273684,1728.169327
4115.768421,1764.910678
4116.263158,1799.463139
4116.757895,1832.315889
4117.252632,1862.023122
4117.747368,1883.768643
4118.242105,1892.736783
4118.736842,1890.184658
4119.231579,1883.565796
4119.726316,1877.320875
4120.221053,1865.51022
4120.715789,1836.009134
4121.210526,1784.041207
4121.705263,1720.205129
4122.2,1665.645148
4122.694737,1637.149992
4123.189474,1636.272324
4123.684211,1651.144368
4124.178947,1665.936576
4124.673684,1670.202224
4125.168421,1661.236152
4125.663158,1640.605561
4126.157895,1609.765219
4126.652632,1567.930102
4127.147368,1512.280987
4127.642105,1439.802902
4128.136842,1351.366051
4128.631579,1254.377378
4129.126316,1161.672696
4129.621053,1088.031544
4130.115789,1044.441724
4130.610526,1033.170115
4131.105263,1046.921801
4131.6,1072.531987
4132.094737,1096.770193
4132.589474,1110.391026
4133.084211,1110.576849
4133.578947,1101.180291
4134.073684,1089.666262
4134.568421,1081.163266
4135.063158,1073.704321
4135.557895,1062.983416
4136.052632,1049.898127
4136.547368,1043.458819
4137.042105,1056.931286
4137.536842,1100.035821
4138.031579,1173.844461
4138.526316,1267.914171
4139.021053,1362.744549
4139.515789,1437.089473
4140.010526,1476.38775
4140.505263,1478.026478
4141,1449.714472
4141.494737,1405.741015
4141.989474,1362.4645
4142.484211,1334.536975
4142.978947,1330.568953
4143.473684,1347.44358
4143.968421,1369.265207
4144.463158,1373.563026
4144.957895,1345.198434
4145.452632,1284.748357
4145.947368,1206.949616
4146.442105,1129.81299
4146.936842,1065.21685
4147.431579,1020.302072
4147.926316,1001.758814
4148.421053,1014.333965
4148.915789,1053.788605
4149.410526,1108.54314
4149.905263,1169.864298
4150.4,1236.051543
4150.894737,1308.781627
4151.389474,1386.927479
4151.884211,1464.659207
4152.378947,1532.250634
4152.873684,1579.006905
4153.368421,1600.662649
4153.863158,1603.278153
4154.357895,1602.192268
4154.852632,1611.122997
4155.347368,1634.887949
4155.842105,1670.449861
4156.336842,1712.045217
4156.831579,1754.542829
4157.326316,1791.192676
4157.821053,1815.131623
4158.315789,1821.615349
4158.810526,1811.447216
4159.305263,1790.26161
4159.8,1765.701404
4160.294737,1745.635594
4160.789474,1734.262946
4161.284211,1728.222719
4161.778947,1714.499629
4162.273684,1680.024832
4162.768421,1624.686479
4163.263158,1563.443141
4163.757895,1518.537011
4164.252632,1506.306963
4164.747368,1530.440984
4165.242105,1579.379194
4165.736842,1630.961163
4166.231579,1664.970315
4166.726316,1675.096711
4167.221053,1671.061044
4167.715789,1664.84965
4168.210526,1659.576862
4168.705263,1650.915287
4169.2,1637.348738
4169.694737,1624.138952
4170.189474,1617.04572
4170.684211,1616.208848
4171.178947,1616.804847
4171.673684,1617.268286
4172.168421,1623.187849
4172.663158,1641.70745
4173.157895,1672.582019
4173.652632,1703.699344
4174.147368,1716.567976
4174.642105,1697.832071
4175.136842,1648.945159
4175.631579,1587.429083
4176.126316,1535.589532
4176.621053,1504.678258
4177.115789,1489.415533
4177.610526,1480.358808
4178.105263,1477.248079
4178.6,1485.777194
4179.094737,1504.982942
4179.589474,1522.35318
4180.084211,1524.970338
4180.578947,1513.689536
4181.073684,1505.22918
4181.568421,1520.528545
4182.063158,1564.783379
4182.557895,1622.392281
4183.052632,1670.628333
4183.547368,1699.377081
4184.042105,1720.135191
4184.536842,1755.02602
4185.031579,1816.208729
4185.526316,1892.169593
4186.021053,1958.057813
4186.515789,1994.432133
4187.010526,1998.383768
4187.505263,1980.915044
4188,1955.797381
4188.5,1931.906329
4189,1912.040398
4189.5,1897.022504
4190,1888.313854
4190.5,1887.131219
4191,1892.108779
4191.5,1898.846699
4192,1904.224476
4192.5,1909.213415
4193,1917.081982
4193.5,1928.453493
4194,1937.427344
4194.5,1935.448261
4195,1918.739796
4195.5,1893.878521
4196,1874.716527
4196.5,1873.485552
4197,1891.027053
4197.5,1915.248239
4198,1931.144551
4198.5,1931.770515
4199,1921.645128
4199.5,1910.057521
4200,1900.173948
4200.5,1884.025352
4201,1849.818245
4201.5,1793.644587
4202,1725.329731
4202.5,1663.154167
4203,1622.398628
4203.5,1606.545575
4204,1606.709091
4204.5,1607.601086
4205,1595.461544
4205.5,1565.637412
4206,1524.122757
4206.5,1481.779438
4207,1446.191776
4207.5,1421.078671
4208,1411.325161
4208.5,1422.873683
4209,1454.108653
4209.5,1493.142974
4210,1529.421323
4210.5,1564.850398
4211,1610.50935
4211.5,1670.159723
4212,1731.598563
4212.5,1775.235665
4213,1789.033629
4213.5,1774.782854
4214,1744.058428
4214.5,1710.951397
4215,1685.213315
4215.5,1669.93877
4216,1663.952553
4216.5,1665.822899
4217,1675.581373
4217.5,1691.411472
4218,1706.184814
4218.5,1710.523396
4219,1702.694774
4219.5,1693.458163
4220,1696.769364
4220.5,1715.190356
4221,1735.9331
4221.5,1744.22468
4222,1736.73505
4222.5,1722.23897
4223,1711.810832
4223.5,1710.882467
4224,1719.917244
4224.5,1737.314098
4225,1761.60151
4225.5,1789.926875
4226,1817.11787
4226.5,1835.988205
4227,1840.914521
4227.5,1832.282876
4228,1816.379826
4228.5,1801.235799
4229,1790.322165
4229.5,1780.842303
4230,1765.771895
4230.5,1736.346408
4231,1683.699731
4231.5,1602.320066
4232,1496.611463
4232.5,1381.552201
4233,1273.291727
4233.5,1176.979199
4234,1084.834593
4234.5,987.7634464
4235,886.271367
4235.5,790.5680285
4236,710.3393311
4236.5,647.0975292
4237,594.0319261
4237.5,539.866046
4238,476.5132032
4238.5,403.2411894
4239,325.6269767
4239.5,249.0704097
4240,177.2576868
4240.5,118.9302338
4241,91.77518947
4241.5,110.0784744
4242,163.2916426
4242.5,216.5772168
4243,236.4589672
4243.5,214.273449
4244,166.7743719
4244.5,117.4313137
4245,75.75513968
4245.5,31.68376023
4246,-31.8737831
4246.5,-122.3823342
4247,-230.4963218
4247.5,-335.8338197
4248,-421.6599851
4248.5,-485.0788246
4249,-532.7712327
4249.5,-569.4256428
4250,-593.493152
4250.5,-604.2301461
4251,-611.2631576
4251.5,-635.0718255
4252,-695.7547723
4252.5,-796.0640363
4253,-912.7320926
4253.5,-1006.350165
4254,-1045.236562
4254.5,-1024.438528
4255,-963.6133187
4255.5,-888.3883449
4256,-812.8804086
4256.5,-734.876984
4257,-641.6841812
4257.5,-521.9340901
4258,-375.5685828
4258.5,-213.7456418
4259,-51.62541764
4259.5,98.24292242
4260,229.5497441
4260.5,345.2691323
4261,458.813553
4261.5,588.6101892
4262,745.9488248
4262.5,923.782911
4263,1099.470235
4263.5,1250.020581
4264,1366.0635
4264.5,1454.223136
4265,1528.943541
4265.5,1601.349553
4266,1672.468569
4266.5,1735.222365
4267,1781.530931
4267.5,1807.667582
4268,1814.89371
4268.5,1806.535029
4269,1785.431823
4269.5,1754.75152
4270,1719.818041
4270.5,1687.122228
4271,1659.933165
4271.5,1636.614843
4272,1613.903024
4272.5,1591.3123
4273,1572.151849
4273.5,1560.13845
4274,1556.096727
4274.5,1557.713553
4275,1562.713509
4275.5,1571.263079
4276,1585.232738
4276.5,1604.486234
4277,1623.590232
4277.5,1634.543488
4278,1633.466337
4278.5,1624.538667
4279,1615.437981
4279.5,1608.452115
4280,1598.181977
4280.5,1579.296503
4281,1556.693015
4281.494737,1544.513688
4281.989474,1554.534998
4282.484211,1586.018201
4282.978947,1627.88418
4283.473684,1669.633704
4283.968421,1707.594739
4284.463158,1742.777737
4284.957895,1774.928368
4285.452632,1800.530803
4285.947368,1815.577689
4286.442105,1819.87367
4286.936842,1818.786058
4287.431579,1819.799184
4287.926316,1826.554945
4288.421053,1835.771707
4288.915789,1840.969022
4289.410526,1838.011091
4289.905263,1825.78273
4290.4,1802.7392
4290.894737,1765.251774
4291.389474,1712.235973
4291.884211,1650.931843
4292.378947,1596.114841
4292.873684,1560.341405
4293.368421,1544.064017
4293.863158,1535.953851
4294.357895,1522.173796
4294.852632,1495.581413
4295.347368,1456.309373
4295.842105,1404.684207
4296.336842,1335.847186
4296.831579,1244.375274
4297.326316,1134.442025
4297.821053,1024.753909
4298.315789,941.0663614
4298.810526,901.6674615
4299.305263,908.9270849
4299.8,955.0001037
4300.294737,1030.125511
4300.789474,1121.658196
4301.284211,1211.321974
4301.778947,1278.489268
4302.273684,1310.394993
4302.768421,1309.650203
4303.263158,1291.743794
4303.757895,1273.16229
4304.252632,1261.561274
4304.747368,1257.234157
4305.242105,1261.011874
4305.736842,1279.66641
4306.231579,1321.279418
4306.726316,1385.126639
4307.221053,1459.12216
4307.715789,1527.845483
4308.210526,1582.183528
4308.705263,1621.484899
4309.2,1649.414514
4309.694737,1667.72881
4310.189474,1673.806682
4310.684211,1665.120365
4311.178947,1644.188913
4311.673684,1619.503155
4312.168421,1598.037324
4312.663158,1578.270145
4313.157895,1553.850216
4313.652632,1525.155094
4314.147368,1504.795645
4314.642105,1507.380026
4315.136842,1535.165348
4315.631579,1574.254088
4316.126316,1605.562572
4316.621053,1617.063199
4317.115789,1608.291602
4317.610526,1587.578481
4318.105263,1564.441228
4318.6,1543.823177
4319.094737,1525.664248
4319.589474,1509.264116
4320.084211,1497.012781
4320.578947,1493.096125
4321.073684,1499.340811
4321.568421,1513.392229
4322.063158,1532.951351
4322.557895,1558.942289
4323.052632,1592.464689
4323.547368,1629.398431
4324.042105,1658.622142
4324.536842,1666.728737
4325.031579,1644.864022
4325.526316,1596.245816
4326.021053,1538.790994
4326.515789,1497.417683
4327.010526,1482.695878
4327.505263,1475.67772
4328,1443.2733
4328.494737,1369.133935
4328.989474,1271.030544
4329.484211,1187.690186
4329.978947,1147.342769
4330.473684,1148.725962
4330.968421,1172.74205
4331.463158,1203.927946
4331.957895,1236.820184
4332.452632,1271.185136
4332.947368,1306.122485
4333.442105,1339.723644
4333.936842,1371.871652
4334.431579,1406.074095
4334.926316,1449.213931
4335.421053,1504.905811
4335.915789,1566.263598
4336.410526,1616.357991
4336.905263,1643.308836
4337.4,1656.207813
4337.894737,1680.904717
4338.389474,1736.091173
4338.884211,1812.619253
4339.378947,1884.016649
4339.873684,1932.17467
4340.368421,1958.99065
4340.863158,1976.317272
4341.357895,1990.265265
4341.852632,1998.486434
4342.347368,1998.073486
4342.842105,1992.707609
4343.336842,1989.494442
4343.831579,1990.833908
4344.326316,1992.551286
4344.821053,1990.391815
4345.315789,1988.224245
4345.810526,1998.091088
4346.305263,2031.90863
4346.8,2091.270904
4347.294737,2164.778428
4347.789474,2235.674376
4348.284211,2291.596525
4348.778947,2329.277719
4349.273684,2351.063439
4349.768421,2359.635498
4350.263158,2356.272011
4350.757895,2344.022927
4351.252632,2330.61925
4351.747368,2324.907668
4352.242105,2329.40539
4352.736842,2337.072486
4353.231579,2337.372299
4353.726316,2325.77232
4354.221053,2308.033819
4354.715789,2294.943715
4355.210526,2292.071869
4355.705263,2294.931804
4356.2,2294.887363
4356.694737,2288.587317
4357.189474,2280.230002
4357.684211,2274.468441
4358.178947,2269.164838
4358.673684,2256.492022
4359.168421,2231.861434
4359.663158,2199.910733
4360.157895,2169.153081
4360.652632,2140.642525
4361.147368,2103.986161
4361.642105,2047.468311
4362.136842,1971.45936
4362.631579,1891.561568
4363.126316,1827.641981
4363.621053,1789.641724
4364.115789,1773.769481
4364.610526,1769.042959
4365.105263,1765.419365
4365.6,1757.642261
4366.094737,1745.085138
4366.589474,1729.555381
4367.084211,1713.06104
4367.578947,1697.417811
4368.073684,1683.964689
4368.568421,1672.758616
4369.063158,1661.499165
4369.557895,1646.374657
4370.052632,1627.292054
4370.547368,1612.874064
4371.042105,1618.896497
4371.536842,1657.12935
4372.031579,1724.20831
4372.526316,1802.25252
4373.021053,1872.283669
4373.515789,1925.674199
4374.010526,1963.043419
4374.505263,1987.16395
4375,1999.211616
4375.5,2000.937084
4376,1996.5193
4376.5,1989.37303
4377,1976.251686
4377.5,1947.265162
4378,1895.23806
4378.5,1826.34596
4379,1761.154505
4379.5,1722.658211
4380,1720.700986
4380.5,1746.828216
4381,1782.403809
4381.5,1810.003205
4382,1820.075378
4382.5,1812.753481
4383,1794.305011
4383.5,1770.150582
4384,1741.168986
4384.5,1707.504314
4385,1674.353698
4385.5,1650.604313
4386,1641.886383
4386.5,1647.364361
4387,1665.659258
4387.5,1700.513741
4388,1756.487878
4388.5,1828.198635
4389,1897.651569
4389.5,1943.787493
4390,1953.169986
4390.5,1925.316706
4391,1872.313194
4391.5,1815.172185
4392,1775.675727
4392.5,1766.307677
4393,1785.290224
4393.5,1821.341124
4394,1862.983806
4394.5,1902.429412
4395,1934.668495
4395.5,1956.797912
4396,1969.136125
4396.5,1975.773963
4397,1980.861877
4397.5,1985.203945
4398,1986.73173
4398.5,1984.967612
4399,1984.222872
4399.5,1991.792945
4400,2014.727446
4400.5,2056.062408
4401,2112.624417
4401.5,2173.831457
4402,2225.498321
4402.5,2257.289548
4403,2267.63561
4403.5,2262.648963
4404,2250.162198
4404.5,2235.810566
4405,2223.324884
4405.5,2216.48706
4406,2218.328143
4406.5,2227.950521
4407,2241.397082
4407.5,2256.157561
4408,2273.601225
4408.5,2295.044604
4409,2314.889281
4409.5,2320.720612
4410,2301.466404
4410.5,2256.568146
4411,2197.105268
4411.5,2138.97817
4412,2091.731824
4412.5,2052.115258
4413,2009.588317
4413.5,1958.132366
4414,1903.437717
4414.5,1857.867313
4415,1825.768567
4415.5,1797.9384
4416,1765.040886
4416.5,1730.299767
4417,1707.331455
4417.5,1705.648327
4418,1721.519915
4418.5,1745.467567
4419,1775.913791
4419.5,1820.53195
4420,1885.863185
4420.5,1968.688047
4421,2054.823026
4421.5,2125.319789
4422,2167.009575
4422.5,2180.024345
4423,2177.675802
4423.5,2178.121245
4424,2191.095321
4424.5,2212.514691
4425,2232.921085
4425.5,2247.735526
4426,2256.640575
4426.5,2259.360655
4427,2253.988157
4427.5,2236.7024
4428,2201.09419
4428.5,2139.190254
4429,2047.294109
4429.5,1934.311662
4430,1821.537669
4430.5,1728.185357
4431,1660.06478
4431.5,1615.273775
4432,1596.069889
4432.5,1608.408694
4433,1648.811115
4433.5,1698.876805
4434,1739.064556
4434.5,1763.72957
4435,1781.767851
4435.5,1803.391703
4436,1829.022483
4436.5,1850.812647
4437,1862.243755
4437.5,1866.615118
4438,1877.388063
4438.5,1910.225896
4439,1970.589843
4439.5,2047.716819
4440,2121.278179
4440.5,2174.682033
4441,2203.175162
4441.5,2211.998942
4442,2208.271355
4442.5,2193.031242
4443,2161.079742
4443.5,2107.968556
4444,2037.322237
4444.5,1961.940233
4445,1897.703808
4445.5,1855.785514
4446,1839.126419
4446.5,1843.90105
4447,1861.871433
4447.5,1881.591812
4448,1893.313927
4448.5,1895.228391
4449,1894.159968
4449.5,1896.99486
4450,1903.105973
4450.5,1908.200704
4451,1911.799844
4451.5,1917.944683
4452,1928.732695
4452.5,1943.943702
4453,1967.603314
4453.5,2009.276315
4454,2073.533623
4454.5,2149.952652
4455,2217.047393
4455.5,2252.570491
4456,2241.46093
4456.5,2180.565428
4457,2082.562564
4457.5,1976.879438
4458,1898.483532
4458.5,1867.011421
4459,1876.162686
4459.5,1906.671151
4460,1944.161983
4460.5,1982.033085
4461,2016.098622
4461.5,2042.402523
4462,2061.782491
4462.5,2080.731384
4463,2104.433352
4463.5,2129.733895
4464,2145.623624
4464.5,2142.938292
4465,2124.391124
4465.5,2108.443275
4466,2119.151944
4466.5,2166.604749
4467,2236.213103
4467.5,2300.522035
4468,2341.347734
4468.5,2357.741698
4469,2359.215436
4469.494681,2354.245325
4469.989362,2345.501621
4470.484043,2332.461569
4470.978723,2314.702788
4471.473404,2291.679449
4471.968085,2260.968483
4472.462766,2220.822381
4472.957447,2173.485467
4473.452128,2125.754182
4473.946809,2086.26606
4474.441489,2061.426841
4474.93617,2051.152937
4475.430851,2046.974725
4475.925532,2037.160135
4476.420213,2015.392525
4476.914894,1985.15011
4477.409574,1956.121481
4477.904255,1935.290993
4478.398936,1921.493696
4478.893617,1909.186464
4479.388298,1896.498386
4479.882979,1887.317771
4480.37766,1887.856833
4480.87234,1901.65332
4481.367021,1928.641464
4481.861702,1966.827656
4482.356383,2013.047069
4482.851064,2062.265939
4483.345745,2107.633374
4483.840426,2144.715832
4484.335106,2173.179227
4484.829787,2197.139469
4485.324468,2223.914274
4485.819149,2260.995205
4486.31383,2309.682453
4486.808511,2362.357527
4487.303191,2405.648049
4487.797872,2426.794105
4488.292553,2421.525641
4488.787234,2395.574257
4489.281915,2359.366577
4489.776596,2321.538715
4490.271277,2287.214203
4490.765957,2259.171947
4491.260638,2239.535864
4491.755319,2229.104766
4492.25,2225.990542
4492.744681,2227.772324
4493.239362,2233.494141
4493.734043,2240.290569
4494.228723,2242.037864
4494.723404,2234.07945
4495.218085,2217.633897
4495.712766,2199.3741
4496.207447,2187.434995
4496.702128,2187.5792
4497.196809,2202.089709
4497.691489,2231.073222
4498.18617,2271.881998
4498.680851,2318.04133
4499.175532,2360.581548
4499.670213,2388.291229
4500.164894,2387.543124
4500.659574,2347.115392
4501.154255,2265.354627
4501.648936,2154.639269
4502.143617,2037.738867
4502.638298,1937.529748
4503.132979,1867.279253
4503.62766,1831.527816
4504.12234,1829.589135
4504.617021,1853.192253
4505.111702,1887.63218
4505.606383,1918.162207
4506.101064,1936.580897
4506.595745,1939.030878
4507.090426,1921.804331
4507.585106,1882.203333
4508.079787,1825.900561
4508.574468,1770.918056
4509.069149,1737.60073
4509.56383,1737.170068
4510.058511,1769.374937
4510.553191,1828.425921
4511.047872,1906.229032
4511.542553,1991.194944
4512.037234,2069.901257
4512.531915,2130.89844
4513.026596,2168.841184
4513.521277,2184.421593
4514.015957,2182.735923
4514.510638,2170.525828
4515.005319,2152.438305
4515.5,2129.439961
4515.994681,2101.761464
4516.489362,2075.158316
4516.984043,2061.506143
4517.478723,2070.070648
4517.973404,2096.810448
4518.468085,2125.191024
4518.962766,2140.128939
4519.457447,2139.852146
4519.952128,2134.683321
4520.446809,2135.196646
4520.941489,2140.61616
4521.43617,2140.62474
4521.930851,2126.194871
4522.425532,2097.734998
4522.920213,2064.094171
4523.414894,2035.162817
4523.909574,2015.760859
4524.404255,2004.933816
4524.898936,1999.904861
4525.393617,1998.135699
4525.888298,1996.945605
4526.382979,1993.855007
4526.87766,1987.09774
4527.37234,1975.829387
4527.867021,1960.098253
4528.361702,1941.404846
4528.856383,1924.056694
4529.351064,1914.500409
4529.845745,1918.399855
4530.340426,1937.155279
4530.835106,1967.796152
4531.329787,2004.180786
4531.824468,2037.153665
4532.319149,2058.168416
4532.81383,2064.769065
4533.308511,2063.32672
4533.803191,2064.768964
4534.297872,2076.681554
4534.792553,2099.483749
4535.287234,2127.636248
4535.781915,2154.827832
4536.276596,2178.900644
4536.771277,2204.41911
4537.265957,2239.964208
4537.760638,2289.733787
4538.255319,2348.315884
4538.75,2403.448318
4539.244681,2444.041687
4539.739362,2464.431006
4540.234043,2464.453364
4540.728723,2450.227259
4541.223404,2433.767663
4541.718085,2429.223178
4542.212766,2444.087928
4542.707447,2472.956499
4543.202128,2501.403275
4543.696809,2516.164959
4544.191489,2512.418745
4544.68617,2492.898231
4545.180851,2465.086107
4545.675532,2437.35333
4546.170213,2414.629917
4546.664894,2395.790363
4547.159574,2374.587243
4547.654255,2344.062131
4548.148936,2300.021254
4548.643617,2242.2736
4549.138298,2172.526517
4549.632979,2096.318761
4550.12766,2025.187372
4550.62234,1971.900943
4551.117021,1941.913218
4551.611702,1929.153678
4552.106383,1921.430701
4552.601064,1909.474905
4553.095745,1891.866325
4553.590426,1871.105275
4554.085106,1850.012136
4554.579787,1832.269064
4555.074468,1821.784262
4555.569149,1820.027088
4556.06383,1823.312703
4556.558511,1824.617603
4557.053191,1819.093405
4557.547872,1810.00565
4558.042553,1807.942867
4558.537234,1822.577484
4559.031915,1854.080012
4559.526596,1887.146153
4560.021277,1896.216047
4560.515957,1860.279434
4561.010638,1777.939637
4561.505319,1671.67445
4562,1576.550053
4562.5,1518.94726
4563,1502.689803
4563.5,1517.511727
4564,1551.302733
4564.5,1593.780551
4565,1636.122586
4565.5,1673.738683
4566,1706.807114
4566.5,1737.007773
4567,1762.568335
4567.5,1778.777286
4568,1786.477971
4568.5,1795.468053
4569,1821.335204
4569.5,1876.641084
4570,1966.261495
4570.5,2085.261608
4571,2219.142878
4571.5,2348.066263
4572,2453.517113
4572.5,2523.653208
4573,2552.645572
4573.5,2538.804209
4574,2485.795305
4574.5,2406.312381
4575,2322.493114
4575.5,2257.755332
4576,2225.715209
4576.5,2226.822375
4577,2252.771412
4577.5,2292.827134
4578,2335.932647
4578.5,2372.976864
4579,2399.596424
4579.5,2418.232759
4580,2435.152421
4580.5,2454.346598
4581,2474.330649
4581.5,2490.024872
4582,2498.823814
4582.5,2505.765312
4583,2523.997271
4583.5,2567.394722
4584,2639.890228
4584.5,2730.351295
4585,2818.793467
4585.5,2887.899937
4586,2930.943107
4586.5,2951.19836
4587,2958.209185
4587.5,2961.927233
4588,2967.143422
4588.5,2971.924434
4589,2971.159267
4589.5,2962.961702
4590,2950.773711
4590.5,2940.429755
4591,2934.645216
4591.5,2931.856852
4592,2929.495447
4592.5,2926.392259
4593,2921.7838
4593.5,2913.515934
4594,2899.580438
4594.5,2881.108245
4595,2862.874814
4595.5,2850.429177
4596,2846.359547
4596.5,2849.075178
4597,2854.403341
4597.5,2858.519594
4598,2860.438047
4598.5,2862.975582
4599,2870.407308
4599.5,2884.152004
4600,2901.160683
4600.5,2916.618852
4601,2927.836225
4601.5,2935.36995
4602,2940.812616
4602.5,2944.910198
4603,2948.422947
4603.5,2953.139551
4604,2960.62941
4604.5,2970.601436
4605,2981.254045
4605.5,2990.279768
4606,2994.611637
4606.5,2989.420982
4607,2970.976511
4607.5,2941.869323
4608,2911.631261
4608.5,2890.287071
4609,2880.628754
4609.5,2877.963481
4610,2876.470843
4610.5,2874.361909
4611,2873.023133
4611.5,2873.809004
4612,2876.918604
4612.5,2881.857701
4613,2888.517331
4613.5,2897.287152
4614,2907.815479
4614.5,2916.52731
4615,2917.463331
4615.5,2907.804159
4616,2892.50796
4616.5,2883.666563
4617,2891.661155
4617.5,2916.493432
4618,2948.387594
4618.5,2976.545128
4619,2996.242024
4619.5,3008.584215
4620,3016.808339
4620.5,3021.133655
4621,3018.866624
4621.5,3008.582817
4622,2992.0718
4622.5,2973.792304
4623,2958.160258
4623.5,2948.48384
4624,2946.778784
4624.5,2955.161605
4625,2974.876085
4625.5,3003.518818
4626,3035.245529
4626.5,3062.725537
4627,3081.230995
4627.5,3090.264195
4628,3092.460389
4628.5,3090.852861
4629,3087.574996
4629.5,3084.41074
4630,3082.430903
4630.5,3083.036981
4631,3086.162493
4631.5,3088.84821
4632,3086.556375
4632.5,3076.297837
4633,3059.87244
4633.5,3041.951176
4634,3026.61001
4634.5,3014.144339
4635,3001.792526
4635.5,2985.078416
4636,2957.788315
4636.5,2915.193613
4637,2857.026445
4637.5,2789.788096
4638,2724.672137
4638.5,2671.89428
4639,2635.951057
4639.5,2614.472317
4640,2601.669163
4640.5,2591.769907
4641,2583.716058
4641.5,2582.131472
4642,2593.501138
4642.5,2619.845056
4643,2654.005669
4643.5,2684.161338
4644,2701.355463
4644.5,2704.623544
4645,2699.886382
4645.5,2697.128866
4646,2707.955032
4646.5,2740.161821
4647,2789.970521
4647.5,2838.970346
4648,2864.966493
4648.5,2856.759391
4649,2819.889153
4649.5,2770.967723
4650,2725.796902
4650.5,2691.62234
4651,2667.733639
4651.5,2649.864839
4652,2634.231243
4652.5,2620.323166
4653,2610.064727
4653.5,2603.471368
4654,2594.995353
4654.5,2575.877554
4655,2542.398393
4655.5,2500.833104
4656,2463.558093
4656.5,2439.095239
4657,2428.491938
4657.494624,2431.974719
4657.989247,2453.115219
4658.483871,2492.924475
4658.978495,2540.401724
4659.473118,2576.923114
4659.967742,2591.1028
4660.462366,2587.251113
4660.956989,2580.923025
4661.451613,2585.321043
4661.946237,2602.508536
4662.44086,2623.86431
4662.935484,2638.49898
4663.430108,2640.94885
4663.924731,2633.954457
4664.419355,2627.333219
4664.913978,2629.981696
4665.408602,2641.936787
4665.903226,2653.85439
4666.397849,2655.611794
4666.892473,2646.109195
4667.387097,2631.344456
4667.88172,2615.099342
4668.376344,2593.906213
4668.870968,2564.894453
4669.365591,2534.407908
4669.860215,2513.902688
4670.354839,2509.309456
4670.849462,2515.055462
4671.344086,2522.170347
4671.83871,2526.527725
4672.333333,2530.127393
4672.827957,2536.100705
4673.322581,2544.385522
4673.817204,2552.099633
4674.311828,2554.55455
4674.806452,2547.728933
4675.301075,2528.830403
4675.795699,2498.373433
4676.290323,2462.82788
4676.784946,2434.037232
4677.27957,2424.839404
4677.774194,2440.846871
4678.268817,2477.211067
4678.763441,2522.531033
4679.258065,2563.129524
4679.752688,2586.708695
4680.247312,2585.289534
4680.741935,2558.022731
4681.236559,2509.336098
4681.731183,2444.331633
4682.225806,2364.737102
4682.72043,2269.787339
4683.215054,2164.575009
4683.709677,2065.368149
4684.204301,1993.526689
4684.698925,1961.515473
4685.193548,1965.351323
4685.688172,1990.394837
4686.182796,2020.920692
4686.677419,2044.346539
4687.172043,2052.85736
4687.666667,2047.24104
4688.16129,2039.134015
4688.655914,2043.419345
4689.150538,2068.586824
4689.645161,2112.549416
4690.139785,2166.870023
4690.634409,2224.265785
4691.129032,2282.334719
4691.623656,2343.745772
4692.11828,2412.606871
4692.612903,2490.590755
4693.107527,2573.310248
4693.602151,2652.2233
4694.096774,2719.382552
4694.591398,2770.898397
4695.086022,2808.932844
4695.580645,2839.085157
4696.075269,2865.560924
4696.569892,2887.753829
4697.064516,2901.790586
4697.55914,2905.347351
4698.053763,2899.958584
4698.548387,2889.246712
4699.043011,2874.931022
4699.537634,2855.299237
4700.032258,2826.919734
4700.526882,2787.446787
4701.021505,2738.63733
4701.516129,2687.266428
4702.010753,2643.387055
4702.505376,2615.851984
4703,2607.073455
4703.494624,2610.090666
4703.989247,2610.628788
4704.483871,2592.606745
4704.978495,2543.945926
4705.473118,2461.976765
4705.967742,2355.322421
4706.462366,2240.75384
4706.956989,2136.310223
4707.451613,2054.225257
4707.946237,1997.64762
4708.44086,1961.944137
4708.935484,1939.502485
4709.430108,1925.293974
4709.924731,1921.254672
4710.419355,1933.248452
4710.913978,1962.450273
4711.408602,2000.547213
4711.903226,2032.92238
4712.397849,2047.861807
4712.892473,2042.538712
4713.387097,2024.754383
4713.88172,2010.877537
4714.376344,2019.049506
4714.870968,2058.175181
4715.365591,2122.536657
4715.860215,2199.783315
4716.354839,2281.249993
4716.849462,2363.799008
4717.344086,2443.50613
4717.83871,2511.510711
4718.333333,2558.327201
4718.827957,2580.106935
4719.322581,2581.285881
4719.817204,2572.464914
4720.311828,2565.853615
4720.806452,2569.379154
4721.301075,2583.421955
4721.795699,2603.908211
4722.290323,2626.938718
4722.784946,2650.286819
4723.27957,2668.93626
4723.774194,2672.874183
4724.268817,2654.237354
4724.763441,2617.781654
4725.258065,2581.323592
4725.752688,2562.13774
4726.247312,2561.743977
4726.741935,2566.084379
