TVD,PP
3736.810526,1886.565682
3737.305263,1883.222437
3737.8,1876.093393
3738.294737,1866.881927
3738.789474,1857.332273
3739.284211,1848.529224
3739.778947,1840.55056
3740.273684,1832.35553
3740.768421,1822.863255
3741.263158,1812.48039
3741.757895,1804.52046
3742.252632,1803.162538
3742.747368,1808.652439
3743.242105,1815.667565
3743.736842,1816.834288
3744.231579,1808.294258
3744.726316,1791.330036
3745.221053,1770.375937
3745.715789,1749.90756
3746.210526,1733.158562
3746.705263,1722.112172
3747.2,1716.690185
3747.694737,1714.888571
3748.189474,1713.710857
3748.684211,1710.753964
3749.178947,1705.041204
3749.673684,1697.200832
3750.168421,1689.551024
3750.663158,1685.253316
3751.157895,1686.520566
3751.652632,1693.002751
3752.147368,1702.137656
3752.642105,1711.2359
3753.136842,1719.060306
3753.631579,1725.420382
3754.126316,1730.171479
3754.621053,1733.26688
3755.115789,1734.895237
3755.610526,1735.132668
3756.105263,1732.152362
3756.6,1722.964585
3757.094737,1707.362715
3757.589474,1690.475409
3758.084211,1680.694969
3758.578947,1683.620974
3759.073684,1698.804806
3759.568421,1721.156793
3760.063158,1745.152594
3760.557895,1764.901586
3761.052632,1774.53992
3761.547368,1772.331982
3762.042105,1762.249622
3762.536842,1749.792966
3763.031579,1735.395941
3763.526316,1716.232859
3764.021053,1693.532643
3764.515789,1676.094655
3765.010526,1673.825189
3765.505263,1688.053411
3766,1712.35564
3766.494737,1736.044622
3766.989474,1748.421246
3767.484211,1744.361238
3767.978947,1727.622782
3768.473684,1708.910728
3768.968421,1694.303509
3769.463158,1680.124825
3769.957895,1659.465672
3770.452632,1635.497571
3770.947368,1621.824744
3771.442105,1627.572495
3771.936842,1649.600504
3772.431579,1677.679375
3772.926316,1705.207844
3773.421053,1729.687704
3773.915789,1749.006809
3774.410526,1760.738094
3774.905263,1765.136812
3775.4,1766.437983
3775.894737,1769.657415
3776.389474,1780.40821
3776.884211,1804.087479
3777.378947,1840.604663
3777.873684,1881.472697
3778.368421,1915.903494
3778.863158,1941.671496
3779.357895,1965.300147
3779.852632,1990.767874
3780.347368,2012.089143
3780.842105,2019.702917
3781.336842,2011.231392
3781.831579,1992.895617
3782.326316,1974.451252
3782.821053,1964.389574
3783.315789,1968.349797
3783.810526,1986.970792
3784.305263,2013.592084
3784.8,2037.268453
3785.294737,2050.611743
3785.789474,2054.118655
3786.284211,2053.972717
3786.778947,2055.495613
3787.273684,2057.405352
3787.768421,2052.779199
3788.263158,2035.121068
3788.757895,2005.576667
3789.252632,1974.692455
3789.747368,1957.321374
3790.242105,1962.958932
3790.736842,1988.984621
3791.231579,2024.504821
3791.726316,2058.099239
3792.221053,2082.638059
3792.715789,2094.09279
3793.210526,2089.948595
3793.705263,2070.985559
3794.2,2043.526033
3794.694737,2017.765672
3795.189474,2000.895297
3795.684211,1991.954435
3796.178947,1983.839642
3796.673684,1971.505116
3797.168421,1958.471017
3797.663158,1954.768199
3798.157895,1967.542499
3798.652632,1992.558589
3799.147368,2016.339216
3799.642105,2027.080283
3800.136842,2021.776286
3800.631579,2005.613602
3801.126316,1986.09538
3801.621053,1968.358875
3802.115789,1954.899422
3802.610526,1948.322337
3803.105263,1952.080909
3803.6,1966.345126
3804.094737,1985.229135
3804.589474,1998.575175
3805.084211,1998.921435
3805.578947,1987.874204
3806.073684,1974.787002
3806.568421,1968.165517
3807.063158,1967.1006
3807.557895,1963.145847
3808.052632,1949.893149
3808.547368,1930.199868
3809.042105,1913.739146
3809.536842,1907.617856
3810.031579,1912.061968
3810.526316,1922.552825
3811.021053,1934.547128
3811.515789,1945.299416
3812.010526,1953.079606
3812.505263,1957.134057
3813,1957.415795
3813.494737,1955.013025
3813.989474,1951.736108
3814.484211,1950.001223
3814.978947,1951.300743
3815.473684,1953.974603
3815.968421,1954.418201
3816.463158,1950.58891
3816.957895,1945.792949
3817.452632,1946.200689
3817.947368,1953.937292
3818.442105,1963.699263
3818.936842,1967.619828
3819.431579,1963.345008
3819.926316,1955.227426
3820.421053,1949.728106
3820.915789,1949.205151
3821.410526,1950.949229
3821.905263,1950.778288
3822.4,1946.018719
3822.894737,1936.853283
3823.389474,1925.633834
3823.884211,1915.572206
3824.378947,1909.551469
3824.873684,1909.387987
3825.368421,1915.405086
3825.863158,1926.030063
3826.357895,1938.362715
3826.852632,1949.330291
3827.347368,1957.402203
3827.842105,1962.65919
3828.336842,1965.743732
3828.831579,1966.184826
3829.326316,1961.706529
3829.821053,1950.372925
3830.315789,1931.992415
3830.810526,1908.309611
3831.305263,1880.955188
3831.8,1851.488353
3832.294737,1823.333892
3832.789474,1801.414626
3833.284211,1787.399909
3833.778947,1775.760429
3834.273684,1758.639603
3834.768421,1731.416864
3835.263158,1694.040395
3835.757895,1649.162499
3836.252632,1601.636928
3836.747368,1560.61811
3837.242105,1536.61667
3837.736842,1534.245113
3838.231579,1547.972646
3838.726316,1567.87736
3839.221053,1587.354449
3839.715789,1604.391143
3840.210526,1620.562513
3840.705263,1639.13701
3841.2,1664.831894
3841.694737,1700.862875
3842.189474,1745.097683
3842.684211,1790.608732
3843.178947,1831.650359
3843.673684,1869.018291
3844.168421,1907.242666
3844.663158,1950.160434
3845.157895,1998.45381
3845.652632,2049.835597
3846.147368,2099.383424
3846.642105,2139.993429
3847.136842,2164.78345
3847.631579,2171.416981
3848.126316,2164.713884
3848.621053,2153.895065
3849.115789,2147.316584
3849.610526,2147.965792
3850.105263,2153.3093
3850.6,2158.638021
3851.094737,2161.050081
3851.589474,2159.479665
3852.084211,2154.278413
3852.578947,2148.674195
3853.073684,2148.322113
3853.568421,2157.877726
3854.063158,2176.195335
3854.557895,2197.132726
3855.052632,2214.825868
3855.547368,2227.974126
3856.042105,2237.705763
3856.536842,2242.905276
3857.031579,2240.18481
3857.526316,2227.358122
3858.021053,2205.285695
3858.515789,2176.124904
3859.010526,2140.471892
3859.505263,2096.702776
3860,2043.985051
3860.494737,1985.814659
3860.989474,1929.443473
3861.484211,1882.187169
3861.978947,1845.287022
3862.473684,1811.314046
3862.968421,1770.343267
3863.463158,1718.527769
3863.957895,1659.584623
3864.452632,1598.923134
3864.947368,1539.694219
3865.442105,1482.169962
3865.936842,1429.094704
3866.431579,1388.500811
3866.926316,1370.422484
3867.421053,1380.636261
3867.915789,1414.384947
3868.410526,1458.748165
3868.905263,1503.32158
3869.4,1548.757136
3869.894737,1600.805197
3870.389474,1656.918873
3870.884211,1704.47318
3871.378947,1733.32183
3871.873684,1746.410602
3872.368421,1756.062271
3872.863158,1771.010476
3873.357895,1789.182876
3873.852632,1802.399031
3874.347368,1803.655236
3874.842105,1788.172374
3875.336842,1754.267526
3875.831579,1704.671336
3876.326316,1645.307874
3876.821053,1583.475146
3877.315789,1527.173816
3877.810526,1486.405143
3878.305263,1467.558614
3878.8,1462.128845
3879.294737,1446.831155
3879.789474,1399.856135
3880.284211,1321.125785
3880.778947,1232.80004
3881.273684,1161.571071
3881.768421,1118.196739
3882.263158,1094.848067
3882.757895,1081.593124
3883.252632,1077.321027
3883.747368,1091.289226
3884.242105,1133.769
3884.736842,1205.728637
3885.231579,1295.561056
3885.726316,1387.125077
3886.221053,1472.777559
3886.715789,1552.610551
3887.210526,1623.235048
3887.705263,1669.894783
3888.2,1677.750133
3888.694737,1652.536059
3889.189474,1624.596048
3889.684211,1627.413167
3890.178947,1668.523591
3890.673684,1728.856806
3891.168421,1785.919168
3891.663158,1832.531967
3892.157895,1873.526654
3892.652632,1912.82291
3893.147368,1949.846855
3893.642105,1982.846869
3894.136842,2013.628602
3894.631579,2047.664684
3895.126316,2089.999223
3895.621053,2138.768457
3896.115789,2183.617435
3896.610526,2211.449144
3897.105263,2215.94354
3897.6,2206.016458
3898.094737,2202.065068
3898.589474,2218.839064
3899.084211,2252.738864
3899.578947,2288.996742
3900.073684,2317.035627
3900.568421,2335.502296
3901.063158,2346.829124
3901.557895,2352.26087
3902.052632,2353.909383
3902.547368,2356.226595
3903.042105,2360.025578
3903.536842,2359.255141
3904.031579,2347.16993
3904.526316,2324.161676
3905.021053,2297.643686
3905.515789,2275.493425
3906.010526,2261.804779
3906.505263,2258.593066
3907,2268.407613
3907.5,2291.233099
3908,2321.007004
3908.5,2349.227551
3909,2370.712189
3909.5,2385.698519
3910,2397.033079
3910.5,2407.457068
3911,2419.002156
3911.5,2431.873766
3912,2443.507486
3912.5,2450.02858
3913,2451.117269
3913.5,2450.640152
3914,2450.03648
3914.5,2443.383519
3915,2420.332508
3915.5,2374.228674
3916,2306.661358
3916.5,2226.548994
3917,2146.063135
3917.5,2076.935017
3918,2027.300036
3918.5,1996.269558
3919,1974.068286
3919.5,1949.172717
3920,1916.376164
3920.5,1878.700319
3921,1840.905889
3921.5,1802.405103
3922,1755.841367
3922.5,1692.231459
3923,1608.176356
3923.5,1512.174026
3924,1427.181073
3924.5,1381.886069
3925,1393.203616
3925.5,1453.694928
3926,1537.725764
3926.5,1619.146594
3927,1681.718609
3927.5,1720.556659
3928,1739.397132
3928.5,1748.898882
3929,1762.240263
3929.5,1788.285223
3930,1827.339742
3930.5,1872.401662
3931,1916.561339
3931.5,1957.99748
3932,2000.087035
3932.5,2046.604039
3933,2096.835889
3933.5,2144.489177
3934,2179.408009
3934.5,2193.223887
3935,2185.36651
3935.5,2165.623747
3936,2149.938774
3936.5,2150.749663
3937,2169.560197
3937.5,2196.918963
3938,2220.17771
3938.5,2229.256359
3939,2219.569496
3939.5,2193.322263
3940,2157.792774
3940.5,2122.039998
3941,2091.891241
3941.5,2067.81097
3942,2044.772139
3942.5,2015.639489
3943,1977.019001
3943.5,1932.982323
3944,1895.420434
3944.5,1876.197874
3945,1877.645233
3945.5,1890.876696
3946,1902.671796
3946.5,1902.253582
3947,1882.459522
3947.5,1841.866136
3948,1785.382621
3948.5,1723.193205
3949,1667.518886
3949.5,1627.569556
3950,1607.448503
3950.5,1605.52595
3951,1614.499381
3951.5,1625.042659
3952,1635.405582
3952.5,1652.573318
3953,1680.615183
3953.5,1712.279655
3954,1734.203687
3954.5,1739.468474
3955,1730.733566
3955.5,1714.204155
3956,1695.163475
3956.5,1681.547342
3957,1686.69816
3957.5,1720.597388
3958,1781.163917
3958.5,1856.415367
3959,1931.140509
3959.5,1991.848401
3960,2030.77327
3960.5,2049.259948
3961,2057.59581
3961.5,2067.829749
3962,2082.665709
3962.5,2095.577796
3963,2102.910092
3963.5,2109.434097
3964,2122.065908
3964.5,2141.60795
3965,2163.616309
3965.5,2184.736322
3966,2205.145632
3966.5,2224.389161
3967,2239.025921
3967.5,2246.180803
3968,2245.727933
3968.5,2240.566581
3969,2235.634565
3969.5,2236.232496
3970,2244.316237
3970.5,2255.842728
3971,2264.155772
3971.5,2266.038261
3972,2265.343364
3972.5,2269.861128
3973,2283.596976
3973.5,2303.415325
3974,2322.591423
3974.5,2336.531731
3975,2345.314896
3975.5,2352.548183
3976,2361.485215
3976.5,2372.859232
3977,2383.942483
3977.5,2390.044234
3978,2388.32395
3978.5,2379.505591
3979,2365.741583
3979.5,2347.818192
3980,2327.275468
3980.5,2308.268613
3981,2294.79814
3981.5,2284.076561
3982,2268.197151
3982.5,2243.384498
3983,2215.796342
3983.5,2197.24406
3984,2194.659815
3984.5,2205.996272
3985,2224.02835
3985.5,2241.985904
3986,2255.469566
3986.5,2261.487587
3987,2259.952799
3987.5,2254.830531
3988,2252.798681
3988.5,2259.548332
3989,2277.291943
3989.5,2305.292486
3990,2338.634104
3990.5,2369.376324
3991,2389.006338
3991.5,2395.079764
3992,2392.932441
3992.5,2389.514119
3993,2387.049044
3993.5,2382.108212
3994,2371.476399
3994.5,2355.160337
3995,2336.237122
3995.5,2317.942067
3996,2302.681611
3996.5,2293.281388
3997,2292.330481
3997.5,2299.788433
3998,2311.002777
3998.5,2318.301018
3999,2314.854735
3999.5,2295.219254
4000,2254.984158
4000.5,2193.939294
4001,2123.124313
4001.494681,2063.987741
4001.989362,2033.10976
4002.484043,2026.84441
4002.978723,2024.178273
4003.473404,2005.81327
4003.968085,1967.654138
4004.462766,1920.612185
4004.957447,1880.730055
4005.452128,1859.97001
4005.946809,1861.008937
4006.441489,1877.746981
4006.93617,1899.472622
4007.430851,1914.797099
4007.925532,1915.437431
4008.420213,1899.440739
4008.914894,1873.816408
4009.409574,1852.919042
4009.904255,1850.184955
4010.398936,1868.418981
4010.893617,1898.498938
4011.388298,1928.22748
4011.882979,1952.408422
4012.37766,1975.484616
4012.87234,2006.211046
4013.367021,2047.04561
4013.861702,2090.437156
4014.356383,2124.688924
4014.851064,2142.374854
4015.345745,2143.621823
4015.840426,2132.707758
4016.335106,2114.075012
4016.829787,2091.627733
4017.324468,2070.945566
4017.819149,2057.471269
4018.31383,2053.20874
4018.808511,2056.53301
4019.303191,2065.041071
4019.797872,2079.773077
4020.292553,2102.84474
4020.787234,2131.793834
4021.281915,2156.740643
4021.776596,2166.409304
4022.271277,2157.928422
4022.765957,2138.942883
4023.260638,2123.397945
4023.755319,2120.592755
4024.25,2129.316919
4024.744681,2141.131071
4025.239362,2147.96439
4025.734043,2147.978886
4026.228723,2143.689038
4026.723404,2139.165218
4027.218085,2137.422511
4027.712766,2141.695906
4028.207447,2154.937972
4028.702128,2175.870204
4029.196809,2199.108305
4029.691489,2218.076946
4030.18617,2227.854257
4030.680851,2224.781146
4031.175532,2209.382007
4031.670213,2189.185724
4032.164894,2175.19848
4032.659574,2174.036386
4033.154255,2183.370583
4033.648936,2197.516565
4034.143617,2213.649556
4034.638298,2231.674598
4035.132979,2249.805769
4035.62766,2264.83296
4036.12234,2276.417111
4036.617021,2286.009448
4037.111702,2293.539876
4037.606383,2296.808716
4038.101064,2294.694236
4038.595745,2289.95974
4039.090426,2287.212503
4039.585106,2289.72039
4040.079787,2299.239531
4040.574468,2318.718278
4041.069149,2349.783015
4041.56383,2386.890747
4042.058511,2415.855588
4042.553191,2419.142533
4043.047872,2383.43348
4043.542553,2303.021632
4044.037234,2180.399763
4044.531915,2026.158761
4045.026596,1860.452187
4045.521277,1710.220212
4046.015957,1597.153616
4046.510638,1526.094104
4047.005319,1485.302367
4047.5,1455.402808
4047.994681,1421.056943
4048.489362,1379.080842
4048.984043,1338.202541
4049.478723,1310.975176
4049.973404,1300.169193
4050.468085,1293.616361
4050.962766,1272.825053
4051.457447,1229.542893
4051.952128,1175.390534
4052.446809,1139.501947
4052.941489,1155.662441
4053.43617,1239.495295
4053.930851,1373.341557
4054.425532,1514.143763
4054.920213,1618.220548
4055.414894,1660.993184
4055.909574,1643.882302
4056.404255,1591.486124
4056.898936,1538.241838
4057.393617,1510.161028
4057.888298,1511.287196
4058.382979,1522.723594
4058.87766,1518.193644
4059.37234,1483.963608
4059.867021,1430.544233
4060.361702,1387.510828
4060.856383,1382.508405
4061.351064,1419.387007
4061.845745,1479.021662
4062.340426,1538.688006
4062.835106,1583.993666
4063.329787,1612.159334
4063.824468,1631.113918
4064.319149,1656.760254
4064.81383,1703.692818
4065.308511,1773.634768
4065.803191,1853.774562
4066.297872,1926.096521
4066.792553,1978.561474
4067.287234,2007.939685
4067.781915,2015.806322
4068.276596,2006.343939
4068.771277,1986.259986
4069.265957,1961.488723
4069.760638,1932.717402
4070.255319,1894.816829
4070.75,1843.73759
4071.244681,1784.166165
4071.739362,1729.448371
4072.234043,1692.737811
4072.728723,1678.633562
4073.223404,1682.636318
4073.718085,1696.510211
4074.212766,1712.332921
4074.707447,1724.827741
4075.202128,1733.56758
4075.696809,1742.531762
4076.191489,1756.877054
4076.68617,1778.389634
4077.180851,1806.358338
4077.675532,1839.335178
4078.170213,1875.185075
4078.664894,1908.431525
4079.159574,1929.942257
4079.654255,1933.780776
4080.148936,1922.623359
4080.643617,1906.075519
4081.138298,1892.78019
4081.632979,1885.432913
4082.12766,1881.741696
4082.62234,1879.155695
4083.117021,1878.893951
4083.611702,1884.498735
4084.106383,1899.412351
4084.601064,1922.785767
4085.095745,1947.064598
4085.590426,1962.150902
4086.085106,1962.631283
4086.579787,1952.044504
4087.074468,1938.551398
4087.569149,1928.199997
4088.06383,1921.053148
4088.558511,1916.9337
4089.053191,1922.371137
4089.547872,1946.87632
4090.042553,1993.136561
4090.537234,2051.691364
4091.031915,2106.727519
4091.526596,2146.210145
4092.021277,2167.873116
4092.515957,2176.561639
4093.010638,2177.728818
4093.505319,2174.237718
4094,2167.898239
4094.494737,2162.416778
4094.989474,2162.233283
4095.484211,2164.644434
4095.978947,2155.056264
4096.473684,2114.462772
4096.968421,2034.791445
4097.463158,1930.76787
4097.957895,1837.871007
4098.452632,1788.925108
4098.947368,1785.632489
4099.442105,1799.034345
4099.936842,1797.572853
