,P
5267.963542,2541.340279
5268.458333,2497.931891
5268.953125,2459.394151
5269.447917,2429.314828
5269.942708,2407.255253
5270.4375,2392.233627
5270.932292,2384.187044
5271.427083,2383.685328
5271.921875,2390.464269
5272.416667,2402.808847
5272.911458,2417.001924
5273.40625,2427.605871
5273.901042,2430.360151
5274.395833,2424.1185
5274.890625,2411.469706
5275.385417,2397.068449
5275.880208,2385.79263
5276.375,2382.563
5276.869792,2391.846094
5277.364583,2415.387001
5277.859375,2448.94558
5278.354167,2484.343671
5278.848958,2514.917508
5279.34375,2538.767746
5279.838542,2557.324009
5280.333333,2570.755149
5280.828125,2576.276266
5281.322917,2569.985146
5281.817708,2550.789586
5282.3125,2522.177677
5282.807292,2491.630071
5283.302083,2467.366584
5283.796875,2453.61197
5284.291667,2449.096219
5284.786458,2449.143059
5285.28125,2449.737099
5285.776042,2450.217601
5286.270833,2452.808589
5286.765625,2459.75867
5287.260417,2471.283688
5287.755208,2485.946593
5288.25,2502.478075
5288.744792,2519.910983
5289.239583,2535.732495
5289.734375,2545.034477
5290.229167,2543.10029
5290.723958,2530.179842
5291.21875,2513.2701
5291.713542,2501.114805
5292.208333,2495.072023
5292.703125,2484.15144
5293.197917,2450.065484
5293.692708,2378.644288
5294.1875,2269.516242
5294.682292,2138.15472
5295.177083,2008.720811
5295.671875,1901.484583
5296.166667,1823.338694
5296.661458,1768.689079
5297.15625,1725.622469
5297.651042,1682.375286
5298.145833,1631.666436
5298.640625,1572.145097
5299.135417,1508.01072
5299.630208,1446.831217
5300.125,1396.980671
5300.619792,1363.031828
5301.114583,1342.929807
5301.609375,1330.018289
5302.104167,1321.519037
5302.598958,1326.306715
5303.09375,1360.428352
5303.588542,1431.793536
5304.083333,1530.139116
5304.578125,1632.4348
5305.072917,1716.16185
5305.567708,1769.278697
5306.0625,1792.493737
5306.557292,1796.559243
5307.052083,1797.895571
5307.546875,1811.811216
5308.041667,1843.491236
5308.536458,1885.635185
5309.03125,1925.675858
5309.526042,1955.370298
5310.020833,1974.381743
5310.515625,1987.560742
5311.010417,1999.84307
5311.505208,2012.588446
5312,2022.001631
5312.494681,2020.623697
5312.989362,2004.847871
5313.484043,1983.25057
5313.978723,1974.529783
5314.473404,1993.674426
5314.968085,2040.357379
5315.462766,2101.416331
5315.957447,2162.371413
5316.452128,2213.570172
5316.946809,2248.692432
5317.441489,2262.778602
5317.93617,2255.701657
5318.430851,2235.999229
5318.925532,2218.176588
5319.420213,2214.766734
5319.914894,2228.994304
5320.409574,2254.35121
5320.904255,2280.238665
5321.398936,2298.656606
5321.893617,2308.866477
5322.388298,2316.600509
5322.882979,2325.880294
5323.37766,2331.104465
5323.87234,2319.19499
5324.367021,2281.338178
5324.861702,2220.292849
5325.356383,2145.810914
5325.851064,2064.032588
5326.345745,1975.874595
5326.840426,1886.924107
5327.335106,1812.271858
5327.829787,1767.990141
5328.324468,1757.724439
5328.819149,1771.074373
5329.31383,1793.194819
5329.808511,1813.95329
5330.303191,1830.022611
5330.797872,1841.986989
5331.292553,1852.329831
5331.787234,1861.744891
5332.281915,1869.473384
5332.776596,1879.374422
5333.271277,1902.518369
5333.765957,1950.048609
5334.260638,2020.677751
5334.755319,2100.570023
5335.25,2175.921619
5335.744681,2244.640874
5336.239362,2312.885153
5336.734043,2382.760177
5337.228723,2448.339113
5337.723404,2500.703826
5338.218085,2535.114716
5338.712766,2551.907785
5339.207447,2553.601059
5339.702128,2543.089803
5340.196809,2524.709334
5340.691489,2505.522933
5341.18617,2493.436491
5341.680851,2494.818145
5342.175532,2511.463058
5342.670213,2538.95221
5343.164894,2568.939727
5343.659574,2593.861107
5344.154255,2610.995094
5344.648936,2622.27282
5345.143617,2630.641975
5345.638298,2635.304158
5346.132979,2630.44923
5346.62766,2608.443836
5347.12234,2565.557269
5347.617021,2507.751306
5348.111702,2450.333913
5348.606383,2409.976015
5349.101064,2393.821496
5349.595745,2395.64961
5350.090426,2402.305061
5350.585106,2402.383018
5351.079787,2390.608334
5351.574468,2366.371357
5352.069149,2332.079803
5352.56383,2293.753364
5353.058511,2259.422101
5353.553191,2234.426239
5354.047872,2215.945291
5354.542553,2195.653116
5355.037234,2169.021579
5355.531915,2140.917301
5356.026596,2123.13255
5356.521277,2126.305602
5357.015957,2153.248239
5357.510638,2195.668068
5358.005319,2237.866998
5358.5,2265.643048
5358.994681,2274.888484
5359.489362,2273.756174
5359.984043,2273.850963
5360.478723,2280.494378
5360.973404,2291.212259
5361.468085,2302.697963
5361.962766,2314.941375
5362.457447,2327.360756
5362.952128,2333.872507
5363.446809,2326.009253
5363.941489,2303.985009
5364.43617,2279.119549
5364.930851,2262.786526
5365.425532,2253.6154
5365.920213,2238.374787
5366.414894,2205.978612
5366.909574,2158.047775
5367.404255,2104.698357
5367.898936,2051.541591
5368.393617,1993.410272
5368.888298,1919.612053
5369.382979,1825.221216
5369.87766,1719.459091
5370.37234,1622.666259
5370.867021,1552.063074
5371.361702,1510.187519
5371.856383,1485.748369
5372.351064,1465.894888
5372.845745,1447.057321
5373.340426,1432.545287
5373.835106,1421.45714
5374.329787,1402.378036
5374.824468,1360.890883
5375.319149,1295.476508
5375.81383,1225.984393
5376.308511,1182.397313
5376.803191,1181.365415
5377.297872,1216.289394
5377.792553,1268.958881
5378.287234,1322.978287
5378.781915,1368.187935
5379.276596,1399.591022
5379.771277,1417.742968
5380.265957,1429.300676
5380.760638,1442.647719
5381.255319,1461.47352
5381.75,1484.584888
5382.244681,1510.709469
5382.739362,1541.506933
5383.234043,1580.973495
5383.728723,1633.308287
5384.223404,1701.030434
5384.718085,1783.882564
5385.212766,1877.604524
5385.707447,1973.173438
5386.202128,2059.782974
5386.696809,2129.502138
5387.191489,2181.264474
5387.68617,2220.706242
5388.180851,2258.294334
5388.675532,2305.522908
5389.170213,2367.527315
5389.664894,2437.709753
5390.159574,2500.599615
5390.654255,2543.36699
5391.148936,2564.399339
5391.643617,2572.48831
5392.138298,2578.101791
5392.632979,2585.941541
5393.12766,2593.692722
5393.62234,2595.589575
5394.117021,2588.342801
5394.611702,2573.455693
5395.106383,2555.660674
5395.601064,2538.28901
5396.095745,2520.543055
5396.590426,2499.487196
5397.085106,2474.489564
5397.579787,2449.821327
5398.074468,2432.240631
5398.569149,2426.535334
5399.06383,2432.145461
5399.558511,2444.052936
5400.053191,2456.697092
5400.547872,2467.250294
5401.042553,2475.957263
5401.537234,2482.36556
5402.031915,2481.023081
5402.526596,2460.966534
5403.021277,2412.152471
5403.515957,2335.05835
5404.010638,2245.321582
5404.505319,2168.655989
5405,2126.343105
5405.5,2123.483131
5406,2149.590983
5406.5,2188.990848
5407,2229.568881
5407.5,2264.471123
5408,2290.802544
5408.5,2308.188305
5409,2318.854136
5409.5,2326.640702
5410,2334.884751
5410.5,2344.806557
5411,2355.484573
5411.5,2366.471125
5412,2381.834624
5412.5,2411.486867
5413,2465.579295
5413.5,2542.584233
5414,2625.206315
5414.5,2691.087222
5415,2727.702117
5415.5,2738.094899
5416,2734.385855
5416.5,2727.616298
5417,2722.051128
5417.5,2717.304678
5418,2712.003254
5418.5,2705.328155
5419,2697.680434
5419.5,2690.597092
5420,2686.32288
5420.5,2686.123584
5421,2689.043261
5421.5,2692.296571
5422,2693.349074
5422.5,2692.227017
5423,2691.479843
5423.5,2695.221942
5424,2705.772385
5424.5,2719.514972
5425,2727.748787
5425.5,2722.982435
5426,2705.993249
5426.5,2685.327499
5427,2669.79649
5427.5,2661.019567
5428,2654.161165
5428.5,2644.134942
5429,2627.751891
5429.5,2601.900916
5430,2562.5858
5430.5,2508.228423
5431,2444.16163
5431.5,2382.185236
5432,2333.048898
5432.5,2297.400708
5433,2264.569349
5433.5,2219.968762
5434,2153.971762
5434.5,2067.289466
5435,1969.962999
5435.5,1874.955941
5436,1790.017841
5436.5,1713.722108
5437,1639.877286
5437.5,1566.205862
5438,1498.581983
5438.5,1446.1699
5439,1414.653612
5439.5,1404.862052
5440,1414.959996
5440.5,1440.918366
5441,1474.168341
5441.5,1502.001862
5442,1512.066999
5442.5,1497.876568
5443,1461.763788
5443.5,1417.022602
5444,1387.692866
5444.5,1398.037321
5445,1455.618467
5445.5,1543.812882
5446,1633.857625
5446.5,1704.178089
5447,1749.267381
5447.5,1774.609452
5448,1786.515728
5448.5,1785.095793
5449,1764.712524
5449.5,1722.22214
5450,1665.090841
5450.5,1611.495645
5451,1580.119551
5451.5,1578.775138
5452,1603.645136
5452.5,1648.687544
5453,1712.012428
5453.5,1791.566897
5454,1878.550002
5454.5,1958.449091
5455,2019.298495
5455.5,2058.588729
5456,2082.204162
5456.5,2098.558838
5457,2113.843152
5457.5,2131.362759
5458,2152.980571
5458.5,2181.396379
5459,2219.236408
5459.5,2264.834445
5460,2310.708892
5460.5,2346.67271
5461,2366.013713
5461.5,2368.462367
5462,2358.363404
5462.5,2340.381954
5463,2318.181276
5463.5,2293.565819
5464,2264.078089
5464.5,2223.17829
5465,2163.507596
5465.5,2082.084467
5466,1983.688687
5466.5,1880.109965
5467,1785.002821
5467.5,1708.044942
5468,1651.86224
5468.5,1613.326042
5469,1588.991754
5469.5,1577.968703
5470,1577.597421
5470.5,1578.9964
5471,1569.783328
5471.5,1543.22553
5472,1503.24419
5472.5,1460.196949
5473,1420.656631
5473.5,1384.403114
5474,1351.921472
5474.5,1330.972628
5475,1334.485791
5475.5,1370.273031
5476,1433.28852
5476.5,1507.278219
5477,1574.443722
5477.5,1623.82534
5478,1654.197231
5478.5,1671.853935
5479,1685.731425
5479.5,1702.652131
5480,1726.188167
5480.5,1758.146981
5481,1799.038029
5481.5,1847.394001
5482,1899.744151
5482.5,1952.985712
5483,2006.588538
5483.5,2061.97196
5484,2119.870769
5484.5,2179.444871
5485,2239.890823
5485.5,2301.306951
5486,2363.456013
5486.5,2424.659482
5487,2481.804936
5487.5,2531.123152
5488,2567.698627
5488.5,2587.119068
5489,2589.628944
5489.5,2582.144346
5490,2575.039863
5490.5,2575.120094
5491,2581.216156
5491.5,2585.618138
5492,2579.489777
5492.5,2558.054691
5493,2523.892178
5493.5,2486.197676
5494,2455.057525
5494.5,2432.598009
5495,2410.166398
5495.5,2374.32584
5496,2315.48395
5496.5,2233.408964
5497,2137.27854
5497.5,2043.577597
5498,1970.426432
5498.5,1928.156826
5499,1911.187436
5499.5,1902.495333
5500,1888.462428
5500.494737,1866.544268
5500.989474,1840.549676
5501.484211,1811.24475
5501.978947,1776.248037
5502.473684,1737.784839
5502.968421,1704.871539
5503.463158,1686.397163
5503.957895,1683.568508
5504.452632,1692.426036
5504.947368,1708.798956
5505.442105,1731.683772
5505.936842,1763.954152
5506.431579,1810.301245
5506.926316,1872.315042
5507.421053,1940.899673
5507.915789,1998.935622
5508.410526,2032.999422
5508.905263,2044.621544
5509.4,2047.665886
5509.894737,2054.631233
5510.389474,2068.267864
5510.884211,2086.250879
5511.378947,2109.688321
5511.873684,2139.788126
5512.368421,2168.515511
5512.863158,2179.620514
5513.357895,2162.424906
5513.852632,2122.034642
5514.347368,2074.044655
5514.842105,2032.360814
5515.336842,2003.037541
5515.831579,1987.6166
5516.326316,1986.436325
5516.821053,1997.567905
5517.315789,2017.063345
5517.810526,2041.325247
5518.305263,2068.876279
5518.8,2098.140206
5519.294737,2126.174353
5519.789474,2150.521774
5520.284211,2171.366829
5520.778947,2191.645166
5521.273684,2215.025575
5521.768421,2245.527675
5522.263158,2287.418623
5522.757895,2341.609294
5523.252632,2400.962302
5523.747368,2451.159539
5524.242105,2481.937969
5524.736842,2497.307538
5525.231579,2511.663149
5525.726316,2535.506555
5526.221053,2565.513703
5526.715789,2591.004864
5527.210526,2606.024647
5527.705263,2614.372623
5528.2,2622.813007
5528.694737,2631.859468
5529.189474,2633.632844
5529.684211,2614.909927
5530.178947,2563.165041
5530.673684,2471.924361
5531.168421,2346.940828
5531.663158,2209.674805
5532.157895,2091.675773
5532.652632,2018.123999
5533.147368,1992.366681
5533.642105,1999.863065
5534.136842,2022.855099
5534.631579,2048.342134
5535.126316,2067.960813
5535.621053,2077.425514
5536.115789,2078.108834
5536.610526,2074.366299
5537.105263,2068.730829
5537.6,2058.874735
5538.094737,2041.905352
5538.589474,2020.584877
5539.084211,2003.814034
5539.578947,2003.755485
5540.073684,2032.202642
5540.568421,2096.524922
5541.063158,2192.588896
5541.557895,2302.420512
5542.052632,2400.640315
5542.547368,2467.560274
5543.042105,2498.198341
5543.536842,2500.600687
5544.031579,2487.722204
5544.526316,2470.309432
5545.021053,2455.120941
5545.515789,2444.844928
5546.010526,2438.966639
5546.505263,2435.435131
5547,2433.533293
5547.494737,2435.877053
5547.989474,2446.682801
5548.484211,2467.96307
5548.978947,2497.646273
5549.473684,2530.437137
5549.968421,2559.190823
5550.463158,2576.2234
5550.957895,2576.407378
5551.452632,2560.904587
5551.947368,2538.815504
5552.442105,2523.464043
5552.936842,2524.72056
5553.431579,2543.914187
5553.926316,2574.545113
5554.421053,2606.966661
5554.915789,2631.38023
5555.410526,2640.760743
5555.905263,2634.089393
5556.4,2616.723614
5556.894737,2596.769571
5557.389474,2578.995519
5557.884211,2562.352726
5558.378947,2540.825198
5558.873684,2508.083395
5559.368421,2463.198333
5559.863158,2413.533226
5560.357895,2372.508758
5560.852632,2349.614205
5561.347368,2342.051205
5561.842105,2336.532246
5562.336842,2320.128515
5562.831579,2289.121606
5563.326316,2249.199128
5563.821053,2210.508757
5564.315789,2181.024315
5564.810526,2163.821621
5565.305263,2157.262021
5565.8,2155.045283
5566.294737,2148.37729
5566.789474,2129.336494
5567.284211,2094.89537
5567.778947,2047.804788
5568.273684,1995.70706
5568.768421,1947.772165
5569.263158,1910.076013
5569.757895,1884.253098
5570.252632,1868.543751
5570.747368,1863.0478
5571.242105,1872.138008
5571.736842,1901.380961
5572.231579,1950.747969
5572.726316,2010.910354
5573.221053,2066.456519
5573.715789,2102.689266
5574.210526,2113.850014
5574.705263,2107.187919
5575.2,2099.406941
5575.694737,2107.44346
5576.189474,2139.395071
5576.684211,2192.751624
5577.178947,2259.624717
5577.673684,2332.897141
5578.168421,2407.799158
5578.663158,2478.70186
5579.157895,2535.31194
5579.652632,2562.846828
5580.147368,2548.377563
5580.642105,2488.741091
5581.136842,2394.983555
5581.631579,2289.164274
5582.126316,2194.807943
5582.621053,2127.417832
5583.115789,2091.596802
5583.610526,2083.301235
5584.105263,2091.548768
5584.6,2100.351123
5585.094737,2093.331257
5585.589474,2060.481377
5586.084211,2002.743913
5586.578947,1929.690684
5587.073684,1852.343379
5587.568421,1775.130963
5588.063158,1696.767269
5588.557895,1620.715508
5589.052632,1565.071662
5589.547368,1558.166165
5590.042105,1616.489999
5590.536842,1725.563735
5591.031579,1846.176499
5591.526316,1941.333404
5592.021053,1994.295204
5592.515789,2008.538757
5593.010526,1997.625998
5593.505263,1976.430846
5594,1958.532455
5594.494681,1955.364688
5594.989362,1972.644131
5595.484043,2005.918065
5595.978723,2042.073512
5596.473404,2066.326823
5596.968085,2069.483975
5597.462766,2051.237649
5597.957447,2017.380093
5598.452128,1973.100698
5598.946809,1918.939069
5599.441489,1851.867163
5599.93617,1772.235833
5600.430851,1690.334659
5600.925532,1623.244151
5601.420213,1581.763679
5601.914894,1561.65832
5602.409574,1548.836307
5602.904255,1531.093194
5603.398936,1505.503403
5603.893617,1476.163266
5604.388298,1448.753579
5604.882979,1429.428277
5605.37766,1425.286622
5605.87234,1442.430162
5606.367021,1484.056071
5606.861702,1550.3151
5607.356383,1640.109469
5607.851064,1751.365843
5608.345745,1879.093567
5608.840426,2014.256415
5609.335106,2147.305969
5609.829787,2272.062474
5610.324468,2385.36953
5610.819149,2483.899308
5611.31383,2562.806374
5611.808511,2619.325373
5612.303191,2657.061065
5612.797872,2685.897902
5613.292553,2715.680925
5613.787234,2749.548234
5614.281915,2782.155054
5614.776596,2803.650267
5615.271277,2806.569605
5615.765957,2790.159108
5616.260638,2760.545738
5616.755319,2727.127103
5617.25,2697.575006
5617.744681,2674.346795
5618.239362,2654.117992
5618.734043,2628.551519
5619.228723,2585.81527
5619.723404,2514.830599
5620.218085,2412.429004
5620.712766,2289.66009
5621.207447,2170.62343
5621.702128,2080.250636
5622.196809,2028.522984
5622.691489,2005.062834
5623.18617,1989.319153
5623.680851,1965.372137
5624.175532,1930.985337
5624.670213,1897.047927
5625.164894,1878.658685
5625.659574,1884.036983
5626.154255,1907.885627
5626.648936,1934.72364
5627.143617,1949.063203
5627.638298,1944.274697
5628.132979,1925.901645
5628.62766,1910.532915
5629.12234,1920.47906
5629.617021,1971.617256
5630.111702,2060.614747
5630.606383,2164.227895
5631.101064,2253.257875
5631.595745,2309.720927
5632.090426,2332.836569
5632.585106,2333.24382
5633.079787,2322.791822
5633.574468,2307.826945
5634.069149,2288.683366
5634.56383,2263.035814
5635.058511,2229.802611
5635.553191,2190.738845
5636.047872,2150.994912
5636.542553,2118.290299
5637.037234,2099.980835
5637.531915,2099.14009
5638.026596,2111.65344
5638.521277,2127.431522
5639.015957,2134.754841
5639.510638,2125.666496
5640.005319,2098.991658
5640.5,2059.780194
5640.994681,2016.491941
5641.489362,1976.691361
5641.984043,1945.100727
5642.478723,1924.590044
5642.973404,1918.169376
5643.468085,1928.924323
5643.962766,1957.193123
5644.457447,1998.267161
5644.952128,2043.556133
5645.446809,2085.344042
5645.941489,2119.736226
5646.43617,2146.138887
5646.930851,2165.234939
5647.425532,2177.866903
5647.920213,2186.282562
5648.414894,2194.886034
5648.909574,2209.270523
5649.404255,2234.21334
5649.898936,2272.77844
5650.393617,2325.86088
5650.888298,2391.174765
5651.382979,2463.019042
5651.87766,2533.07237
5652.37234,2592.079695
5652.867021,2630.20423
5653.361702,2636.848344
5653.856383,2602.677307
5654.351064,2524.645343
5654.845745,2411.370071
5655.340426,2283.686672
5655.835106,2167.8447
5656.329787,2083.582632
5656.824468,2035.98426
5657.319149,2017.789717
5657.81383,2018.186701
5658.308511,2029.68135
5658.803191,2048.645726
5659.297872,2072.133036
5659.792553,2095.192028
5660.287234,2111.36302
5660.781915,2115.792801
5661.276596,2106.915713
5661.771277,2086.631766
5662.265957,2060.317665
5662.760638,2038.433757
5663.255319,2037.373967
5663.75,2073.715416
5664.244681,2152.15932
5664.739362,2256.990756
5665.234043,2358.621236
5665.728723,2430.511412
5666.223404,2462.597498
5666.718085,2462.339949
5667.212766,2444.860646
5667.707447,2420.883908
5668.202128,2391.974952
5668.696809,2355.518443
5669.191489,2311.747973
5669.68617,2265.465775
5670.180851,2222.243711
5670.675532,2184.443088
5671.170213,2151.787281
5671.664894,2124.050385
5672.159574,2101.81748
5672.654255,2084.88386
5673.148936,2071.671924
5673.643617,2062.282406
5674.138298,2061.548058
5674.632979,2077.790882
5675.12766,2116.342476
5675.62234,2174.073728
5676.117021,2240.112163
5676.611702,2301.970936
5677.106383,2352.218172
5677.601064,2390.610364
5678.095745,2421.344643
5678.590426,2447.996808
5679.085106,2470.96652
5679.579787,2487.804567
5680.074468,2496.928325
5680.569149,2501.366869
5681.06383,2508.303594
5681.558511,2525.628309
5682.053191,2558.041014
5682.547872,2606.197051
5683.042553,2666.410612
5683.537234,2730.19978
5684.031915,2783.733311
5684.526596,2812.539411
5685.021277,2809.573772
5685.515957,2778.343857
5686.010638,2729.630511
5686.505319,2674.839193
5687,2620.673208
5687.494681,2569.003387
5687.989362,2521.655978
5688.484043,2483.250536
5688.978723,2459.902781
5689.473404,2455.798736
5689.968085,2469.766198
5690.462766,2494.68302
5690.957447,2520.651631
5691.452128,2536.746809
5691.946809,2531.296545
5692.441489,2494.102241
5692.93617,2422.026255
5693.430851,2325.206492
5693.925532,2229.049434
5694.420213,2164.213016
5694.914894,2148.198098
5695.409574,2175.879021
5695.904255,2226.651805
5696.398936,2278.504534
5696.893617,2317.530084
5697.388298,2339.459381
5697.882979,2344.847475
5698.37766,2335.690278
5698.87234,2314.094166
5699.367021,2284.110382
5699.861702,2252.522629
5700.356383,2226.10441
5700.851064,2207.351618
5701.345745,2195.753477
5701.840426,2194.53746
5702.335106,2211.334575
5702.829787,2250.953309
5703.324468,2305.83543
5703.819149,2356.869811
5704.31383,2384.820057
5704.808511,2381.669075
5705.303191,2353.207935
5705.797872,2312.3767
5706.292553,2270.562132
5706.787234,2231.519099
5707.281915,2190.950493
5707.776596,2141.570919
5708.271277,2079.65889
5708.765957,2009.291676
5709.260638,1938.433377
5709.755319,1872.373655
5710.25,1809.904422
5710.744681,1743.690361
5711.239362,1662.272158
5711.734043,1552.801029
5712.228723,1409.10947
5712.723404,1240.46566
5713.218085,1072.387986
5713.712766,934.0085344
5714.207447,842.7643298
5714.702128,798.8849146
5715.196809,789.9634041
5715.691489,799.367754
5716.18617,814.5969073
5716.680851,834.6533879
5717.175532,870.6201825
5717.670213,934.212302
5718.164894,1022.349451
5718.659574,1114.325964
5719.154255,1186.327413
5719.648936,1227.47811
5720.143617,1243.918432
5720.638298,1252.12396
5721.132979,1269.442751
5721.62766,1305.778667
5722.12234,1357.470364
5722.617021,1409.623326
5723.111702,1447.303586
5723.606383,1467.516374
5724.101064,1479.687135
5724.595745,1495.240119
5725.090426,1519.121066
5725.585106,1551.093195
5726.079787,1590.588115
5726.574468,1637.445541
5727.069149,1689.704646
5727.56383,1743.889777
5728.058511,1798.552007
5728.553191,1855.584533
5729.047872,1917.404521
5729.542553,1982.162898
5730.037234,2043.520865
5730.531915,2096.249002
5731.026596,2141.669896
5731.521277,2187.456357
5732.015957,2241.207828
5732.510638,2302.835042
5733.005319,2362.814135
5733.5,2407.867743
5733.994681,2428.597776
5734.489362,2423.648503
5734.984043,2398.561413
5735.478723,2361.554649
5735.973404,2319.448466
5736.468085,2275.835488
5736.962766,2230.209214
5737.457447,2180.239112
5737.952128,2126.613118
5738.446809,2074.388682
5738.941489,2029.937571
5739.43617,1995.889792
5739.930851,1969.727296
5740.425532,1946.637549
5740.920213,1924.122173
5741.414894,1904.228007
5741.909574,1892.719271
5742.404255,1896.578832
5742.898936,1920.189803
5743.393617,1963.850915
5743.888298,2024.17162
5744.382979,2093.037975
5744.87766,2155.748824
5745.37234,2192.027804
5745.867021,2184.654619
5746.361702,2130.648142
5746.856383,2047.797723
5747.351064,1967.842029
5747.845745,1916.073865
5748.340426,1894.653749
5748.835106,1885.183738
5749.329787,1866.825999
5749.824468,1830.61566
5750.319149,1781.227398
5750.81383,1728.342332
5751.308511,1676.185186
5751.803191,1621.543803
5752.297872,1558.549489
5752.792553,1486.859522
5753.287234,1414.521687
5753.781915,1352.089959
5754.276596,1305.652871
5754.771277,1279.105276
5755.265957,1284.665173
5755.760638,1340.402581
5756.255319,1453.190701
5756.75,1604.282076
5757.244681,1757.417895
5757.739362,1882.51753
5758.234043,1968.164308
5758.728723,2017.861186
5759.223404,2044.097458
5759.718085,2066.946449
5760.212766,2108.315859
5760.707447,2180.098045
5761.202128,2277.89021
5761.696809,2387.059216
5762.191489,2494.751404
5762.68617,2593.956111
5763.180851,2678.744437
5763.675532,2743.199594
5764.170213,2786.374917
5764.664894,2813.275566
5765.159574,2829.570141
5765.654255,2837.299087
5766.148936,2835.705658
5766.643617,2825.762953
5767.138298,2811.455071
5767.632979,2797.678792
5768.12766,2789.456854
5768.62234,2793.882345
5769.117021,2815.83251
5769.611702,2849.430154
5770.106383,2877.814495
5770.601064,2882.160769
5771.095745,2851.31756
5771.590426,2783.989293
5772.085106,2686.85146
5772.579787,2572.990763
5773.074468,2461.174283
5773.569149,2370.402014
5774.06383,2310.877792
5774.558511,2280.821405
5775.053191,2269.907909
5775.547872,2264.916412
5776.042553,2254.553606
5776.537234,2233.352008
5777.031915,2204.457432
5777.526596,2176.309093
5778.021277,2156.206811
5778.515957,2145.163071
5779.010638,2139.809821
5779.505319,2137.855501
5780,2141.409354
5780.5,2157.894414
5781,2197.839747
5781.5,2268.387638
5782,2364.052111
5782.5,2462.94764
5783,2536.030181
5783.5,2562.969575
5784,2541.013069
5784.5,2484.579383
5785,2416.64761
5785.5,2358.559885
5786,2319.873934
5786.5,2295.151255
5787,2269.604851
5787.5,2229.270521
5788,2170.0001
5788.5,2095.79207
5789,2011.519563
5789.5,1916.51382
5790,1806.101686
5790.5,1678.275716
5791,1537.353249
5791.5,1394.068024
5792,1260.505013
5792.5,1151.471223
5793,1087.635179
5793.5,1088.651829
5794,1160.103059
5794.5,1285.097122
5795,1434.114878
5795.5,1580.425845
5796,1711.880027
5796.5,1829.767548
5797,1940.813749
5797.5,2050.918352
5798,2159.817124
5798.5,2263.901036
5799,2359.089676
5799.5,2443.553717
5800,2517.281283
5800.5,2581.35911
5801,2638.94221
5801.5,2693.02046
5802,2745.850168
5802.5,2796.885734
5803,2842.339538
5803.5,2876.707204
5804,2895.683146
5804.5,2898.791398
5805,2888.47573
5805.5,2868.977786
5806,2844.155953
5806.5,2817.195229
5807,2790.655352
5807.5,2765.615162
5808,2742.613548
5808.5,2723.326886
5809,2712.878003
5809.5,2717.9659
5810,2741.757738
5810.5,2780.005948
5811,2822.269956
5811.5,2858.759977
5812,2885.483943
5812.5,2904.193077
5813,2917.305736
5813.5,2923.748654
5814,2919.780117
5814.5,2903.041628
5815,2875.211325
5815.5,2840.700475
5816,2805.220914
5816.5,2775.54339
5817,2758.092802
5817.5,2755.77595
5818,2764.687017
5818.5,2775.179269
5819,2778.137294
5819.5,2770.180775
5820,2754.982106
5820.5,2740.100122
5821,2731.508485
5821.5,2729.25033
5822,2726.609462
5822.5,2713.318161
5823,2680.528103
5823.5,2626.206787
5824,2557.041415
5824.5,2485.781057
5825,2426.870913
5825.5,2391.545761
5826,2383.600104
5826.5,2397.017207
5827,2420.170093
5827.5,2443.669173
5828,2466.374054
5828.5,2493.59956
5829,2528.551089
5829.5,2566.868378
5830,2597.393914
5830.5,2608.070536
5831,2592.661052
5831.5,2555.651049
5832,2512.720347
5832.5,2485.655471
5833,2493.481629
5833.5,2543.256518
5834,2626.638873
5834.5,2724.735532
5835,2817.397009
5835.5,2890.566602
5836,2938.113485
5836.5,2959.921381
5837,2959.863149
5837.5,2944.97289
5838,2924.083757
5838.5,2905.058853
5839,2892.854306
5839.5,2889.871408
5840,2897.477929
5840.5,2914.733678
5841,2936.803344
5841.5,2957.035224
5842,2971.410453
5842.5,2980.524946
5843,2986.257759
5843.5,2988.441761
5844,2985.385428
5844.5,2977.76056
5845,2969.971456
5845.5,2967.763624
5846,2975.502141
5846.5,2994.251315
5847,3021.041665
5847.5,3048.754754
5848,3068.912018
5848.5,3076.420404
5849,3072.262353
5849.5,3061.857388
5850,3051.602272
5850.5,3048.300132
5851,3058.675148
5851.5,3085.824233
5852,3124.960821
5852.5,3164.454527
5853,3193.161845
5853.5,3205.20187
5854,3197.917495
5854.5,3166.748903
5855,3104.310686
5855.5,3004.163924
5856,2865.574772
5856.5,2697.482276
5857,2519.3564
5857.5,2357.775415
5858,2235.961336
5858.5,2161.776522
5859,2126.285195
5859.5,2113.673726
5860,2111.293324
5860.5,2109.540434
5861,2099.977274
5861.5,2079.017561
5862,2052.459991
5862.5,2033.228914
5863,2030.904208
5863.5,2047.543621
5864,2084.217637
5864.5,2148.12505
5865,2248.418669
5865.5,2385.083854
5866,2545.470608
5866.5,2709.317417
5867,2856.165716
5867.5,2969.973515
5868,3042.562427
5868.5,3076.322237
5869,3082.313844
5869.5,3074.418461
5870,3063.578224
5870.5,3057.113063
5871,3060.124292
5871.5,3073.826674
5872,3093.603329
5872.5,3110.974587
5873,3119.97876
5873.5,3120.106577
5874,3113.985059
5874.5,3104.022513
5875,3092.437875
5875.494681,3083.341828
5875.989362,3081.246248
5876.484043,3087.933541
5876.978723,3101.298662
5877.473404,3118.028305
5877.968085,3136.209292
5878.462766,3154.269965
5878.957447,3169.381683
5879.452128,3178.503509
