900,58.153,317.2490728,513.9953254
900.5,57.904,317.320254,515.4316486
901,57.76,317.4421361,517.3561748
901.5,57.903,317.7033639,518.3034251
902,58.219,318.0488733,517.629477
902.5,58.605,318.4287165,516.6709109
903,58.961,318.7942727,516.9204476
903.5,59.052,319.0310342,518.1577558
904,58.608,319.0068883,518.4743195
904.5,57.62,318.7161193,517.4077399
905,56.502,318.3599209,516.1473639
905.5,55.777,318.1949524,516.3769416
906,55.685,318.3405289,517.8660651
906.5,56.08,318.7258815,519.0444148
907,56.727,319.2356755,519.687781
907.5,57.423,319.7700095,519.4279951
908,57.983,320.2377635,518.6672665
908.5,58.228,320.550646,517.9637666
909,58.073,320.6663682,517.7518227
909.5,57.717,320.6825725,517.6319466
910,57.628,320.8305145,516.2109688
910.5,58.11,321.2612198,514.0395823
911,58.915,321.8522445,512.5778745
911.5,59.467,322.3183989,513.0361223
912,59.391,322.4736883,515.1501391
912.5,58.929,322.4372467,517.1490108
913,58.693,322.5126129,517.8324088
913.5,58.919,322.8177342,517.578265
914,59.354,323.2271586,517.2330382
914.5,59.594,323.539767,517.1362698
915,59.554,323.7129524,517.5710636
915.5,59.52,323.8891083,518.0078415
916,59.756,324.2002036,517.7548186
916.5,60.339,324.6850187,517.9164248
917,61.117,325.2677015,518.601467
917.5,62.049,325.9277465,519.9529126
918,63.219,326.7070368,521.068426
918.5,64.666,327.6248002,521.3396193
919,66.269,328.6203177,520.4178838
919.5,67.681,329.5206091,519.2810226
920,68.65,330.2005908,518.628148
920.5,69.239,330.6918572,520.0320338
921,70.089,331.3133782,524.623126
921.5,71.93,332.4278601,531.3848255
922,74.911,334.1065808,541.1412189
922.5,78.426,336.0451547,556.3554991
923,81.414,337.7193703,570.644902
923.5,83.143,338.7730774,579.2737262
924,83.533,339.169992,583.9253892
924.5,83.182,339.2032779,587.2679483
925,82.792,339.2169493,589.5098635
925.5,82.947,339.4987065,590.6690921
926,83.894,340.1708098,591.5991898
926.5,85.402,341.1191747,591.7609075
927,86.853,342.0393429,590.8103278
927.5,87.792,342.7081313,589.234994
928,88.632,343.3286171,588.2538219
928.5,90.049,344.2323567,587.4440629
929,91.797,345.2979673,585.7914649
929.5,91.972,345.5936974,583.195396
930,88.642,344.1674048,579.7006231
930.5,82.315,341.2400745,576.2271053
931,76.763,338.6657163,574.5374312
931.5,76.131,338.5501,574.8212861
932,81.178,341.2878571,576.691853
932.5,88.245,345.0136389,579.3234819
933,92.31,347.2317969,582.4501359
933.5,91.356,346.9713102,585.3232522
934,87.299,345.1685801,586.4693111
934.5,83.542,343.499396,585.8078954
935,81.492,342.6756308,584.874839
935.5,80.533,342.397395,585.6944638
936,79.826,342.2449134,588.4860959
936.5,79.572,342.3207479,591.8939531
937,80.313,342.9003055,593.8747043
937.5,81.738,343.8261867,594.1712655
938,82.655,344.4953328,594.4686239
938.5,81.937,344.3378459,595.3684485
939,79.791,343.4537795,596.300192
939.5,77.495,342.4873189,595.7568844
940,76.533,342.198331,593.7250098
940.5,77.387,342.8387527,591.9416781
941,79.33,344.0364347,590.9724731
941.5,80.891,345.0382796,589.4052046
942,80.73,345.1612043,586.8216741
942.5,78.207,344.0734989,584.2900572
943,74.113,342.16672,582.8461038
943.5,70.732,340.6137271,582.7317179
944,70.507,340.6965343,584.8913323
944.5,74.052,342.7404095,589.2071593
945,79.261,345.6363234,594.0467124
945.5,83.032,347.7796087,597.1536678
946,83.448,348.1994323,598.730445
946.5,80.894,347.0925062,600.0139105
947,76.933,345.2482418,602.1263533
947.5,73.043,343.4244593,604.4143162
948,70.016,342.0384721,605.2144768
948.5,68.216,341.2899605,604.9660146
949,67.791,341.2643399,604.3590589
949.5,68.482,341.8283469,604.4318607
950,70.013,342.8362836,605.4163295
950.5,72.002,344.0852608,607.0291845
951,74.36,345.5270366,608.4397569
951.5,77.315,347.2794002,609.0776284
952,81.033,349.4253974,609.4737051
952.5,85.251,351.8229571,609.0584801
953,89.277,354.1112449,607.2884724
953.5,92.39,355.9221118,604.2583
954,94.057,356.9884091,601.7339308
954.5,94.15,357.2484306,601.7719084
955,92.658,356.6945445,604.2113115
955.5,89.864,355.4647838,607.2072682
956,86.713,354.0400184,609.6040679
956.5,84.445,353.0655925,610.9887442
957,83.83,352.9513398,611.6097272
957.5,84.566,353.5442583,611.3714917
958,85.518,354.2505411,610.3938417
958.5,85.569,354.4855101,608.8031717
959,84.511,354.1386944,607.9871125
959.5,82.979,353.5402041,608.1491691
960,81.906,353.1807922,609.2672024
960.5,82.031,353.4533929,610.7726461
961,83.596,354.487263,611.7720356
961.5,86.226,356.0816052,611.4925026
962,88.871,357.680625,611.0520658
962.5,90.256,358.6170505,611.0166678
963,89.716,358.5446676,610.688759
963.5,87.753,357.7225189,611.0396363
964,85.427,356.7029499,612.7337788
964.5,83.599,355.9412013,615.0756692
965,82.69,355.6647737,616.0893384
965.5,82.765,355.9118954,614.49294
966,83.588,356.5581091,611.5092162
966.5,84.525,357.2653544,610.02611
967,85.013,357.7336439,611.4934505
967.5,85.118,357.9980536,614.1425866
968,85.524,358.4232003,616.2392862
968.5,86.737,359.2790043,617.2941259
969,88.2,360.2678577,618.1037606
969.5,88.73,360.7601805,618.2829412
970,87.483,360.3056165,617.3923502
970.5,84.62,358.9820552,616.13354
971,80.979,357.2281281,616.0849155
971.5,77.214,355.3913928,617.2973029
972,73.691,353.6710381,619.0747974
972.5,70.632,352.1920284,619.690356
973,68.612,351.2771018,619.3391837
973.5,68.387,351.3524856,619.4290172
974,70.346,352.6372754,620.9148368
974.5,74.214,354.9726112,622.5501046
975,78.915,357.7545861,622.9783856
975.5,83.065,360.2228091,621.8972409
976,85.576,361.7935078,619.9355306
976.5,86.491,362.4983287,618.4296082
977,86.638,362.7875718,617.3266264
977.5,86.392,362.8638449,615.4325439
978,85.248,362.4516644,612.5779975
978.5,82.405,361.1089422,609.6470016
979,78.34,359.0831,609.9286377
979.5,75.442,357.6858028,615.7168081
980,76.279,358.3538665,623.4348421
980.5,81.08,361.2109065,625.7178875
981,87.213,364.7794997,621.9836004
981.5,91.462,367.3008095,618.4307329
982,92.384,368.0129751,617.7417021
982.5,90.947,367.4458177,618.920744
983,88.675,366.4196714,620.6495729
983.5,86.336,365.3497209,621.690343
984,84.408,364.4989109,620.8750915
984.5,83.471,364.1905835,619.5606553
985,83.974,364.6769709,621.2223818
985.5,85.584,365.7747384,626.4168594
986,87.515,367.0484917,631.0581002
986.5,88.984,368.0671039,631.7204719
987,89.777,368.7142278,629.492281
987.5,90.159,369.1359116,626.9569087
988,90.514,369.543039,624.4096052
988.5,91.19,370.1268396,622.800802
989,91.914,370.7372932,623.2076719
989.5,92.013,371.0046762,625.2404262
990,90.931,370.6218956,627.8793456
990.5,88.832,369.6743412,631.0110796
991,86.334,368.4985298,635.0096775
991.5,84.286,367.5659227,638.1581354
992,83.728,367.4627141,637.4670827
992.5,84.948,368.3547188,633.8682157
993,87.078,369.7547077,629.9055074
993.5,88.662,370.8487176,627.2587661
994,89.004,371.2508074,626.8679056
994.5,88.683,371.283457,627.9276903
995,88.76,371.5380125,629.1239274
995.5,89.651,372.2472395,630.4309681
996,90.698,373.0436475,631.4560034
996.5,90.848,373.3400197,630.663231
997,89.062,372.5538472,628.1988388
997.5,84.669,370.2933495,626.5135946
998,77.909,366.658962,631.5624662
998.5,70.258,362.4581474,648.2286965
999,63.91,358.9586397,675.2831572
999.5,60.232,356.9933042,700.7756409
1000,59.022,356.4744251,714.0235887
1000.5,59.082,356.7056643,718.9689074
1001,59.089,356.9055705,721.19848
1001.5,58.325,356.6477913,722.4745859
1002,56.645,355.842951,723.4175573
1002.5,54.308,354.6403527,723.6114101
1003,51.854,353.3596666,723.2507392
1003.5,49.872,352.3558654,722.2132263
1004,48.678,351.8238099,720.4473602
1004.5,48.664,352.0052241,718.7769923
1005,50.842,353.5148799,715.8823444
1005.5,55.956,356.7905551,707.279646
1006,63.482,361.4837907,693.9334873
