,TVD,PP,FP,PP_ED,FP_ED,PP_ED_SF,FP_ED_SF,MW
0,0,,,8.35,13.1,8.85,12.6,9
1,0.5,,,8.35,13.1,8.85,12.6,9
2,1,,,8.35,13.1,8.85,12.6,9
3,1.5,,,8.35,13.1,8.85,12.6,9
4,2,,,8.35,13.1,8.85,12.6,9
5,2.5,,,8.35,13.1,8.85,12.6,9
6,3,,,8.35,13.1,8.85,12.6,9
7,3.5,,,8.35,13.1,8.85,12.6,9
8,4,,,8.35,13.1,8.85,12.6,9
9,4.5,,,8.35,13.1,8.85,12.6,9
10,5,,,8.35,13.1,8.85,12.6,9
11,5.5,,,8.35,13.1,8.85,12.6,9
12,6,,,8.35,13.1,8.85,12.6,9
13,6.5,,,8.35,13.1,8.85,12.6,9
14,7,,,8.35,13.1,8.85,12.6,9
15,7.5,,,8.35,13.1,8.85,12.6,9
16,8,,,8.35,13.1,8.85,12.6,9
17,8.5,,,8.35,13.1,8.85,12.6,9
18,9,,,8.35,13.1,8.85,12.6,9
19,9.5,,,8.35,13.1,8.85,12.6,9
20,10,,,8.35,13.1,8.85,12.6,9
21,10.5,,,8.35,13.1,8.85,12.6,9
22,11,,,8.35,13.1,8.85,12.6,9
23,11.5,,,8.35,13.1,8.85,12.6,9
24,12,,,8.35,13.1,8.85,12.6,9
25,12.5,,,8.35,13.1,8.85,12.6,9
26,13,,,8.35,13.1,8.85,12.6,9
27,13.5,,,8.35,13.1,8.85,12.6,9
28,14,,,8.35,13.1,8.85,12.6,9
29,14.5,,,8.35,13.1,8.85,12.6,9
30,15,,,8.35,13.1,8.85,12.6,9
31,15.5,,,8.35,13.1,8.85,12.6,9
32,16,,,8.35,13.1,8.85,12.6,9
33,16.5,,,8.35,13.1,8.85,12.6,9
34,17,,,8.35,13.1,8.85,12.6,9
35,17.5,,,8.35,13.1,8.85,12.6,9
36,18,,,8.35,13.1,8.85,12.6,9
37,18.5,,,8.35,13.1,8.85,12.6,9
38,19,,,8.35,13.1,8.85,12.6,9
39,19.5,,,8.35,13.1,8.85,12.6,9
40,20,,,8.35,13.1,8.85,12.6,9
41,20.5,,,8.35,13.1,8.85,12.6,9
42,21,,,8.35,13.1,8.85,12.6,9
43,21.5,,,8.35,13.1,8.85,12.6,9
44,22,,,8.35,13.1,8.85,12.6,9
45,22.5,,,8.35,13.1,8.85,12.6,9
46,23,,,8.35,13.1,8.85,12.6,9
47,23.5,,,8.35,13.1,8.85,12.6,9
48,24,,,8.35,13.1,8.85,12.6,9
49,24.5,,,8.35,13.1,8.85,12.6,9
50,25,,,8.35,13.1,8.85,12.6,9
51,25.5,,,8.35,13.1,8.85,12.6,9
52,26,,,8.35,13.1,8.85,12.6,9
53,26.5,,,8.35,13.1,8.85,12.6,9
54,27,,,8.35,13.1,8.85,12.6,9
55,27.5,,,8.35,13.1,8.85,12.6,9
56,28,,,8.35,13.1,8.85,12.6,9
57,28.5,,,8.35,13.1,8.85,12.6,9
58,29,,,8.35,13.1,8.85,12.6,9
59,29.5,,,8.35,13.1,8.85,12.6,9
60,30,,,8.35,13.1,8.85,12.6,9
61,30.5,,,8.35,13.1,8.85,12.6,9
62,31,,,8.35,13.1,8.85,12.6,9
63,31.5,,,8.35,13.1,8.85,12.6,9
64,32,,,8.35,13.1,8.85,12.6,9
65,32.5,,,8.35,13.1,8.85,12.6,9
66,33,,,8.35,13.1,8.85,12.6,9
67,33.5,,,8.35,13.1,8.85,12.6,9
68,34,,,8.35,13.1,8.85,12.6,9
69,34.5,,,8.35,13.1,8.85,12.6,9
70,35,,,8.35,13.1,8.85,12.6,9
71,35.5,,,8.35,13.1,8.85,12.6,9
72,36,,,8.35,13.1,8.85,12.6,9
73,36.5,,,8.35,13.1,8.85,12.6,9
74,37,,,8.35,13.1,8.85,12.6,9
75,37.5,,,8.35,13.1,8.85,12.6,9
76,38,,,8.35,13.1,8.85,12.6,9
77,38.5,,,8.35,13.1,8.85,12.6,9
78,39,,,8.35,13.1,8.85,12.6,9
79,39.5,,,8.35,13.1,8.85,12.6,9
80,40,,,8.35,13.1,8.85,12.6,9
81,40.5,,,8.35,13.1,8.85,12.6,9
82,41,,,8.35,13.1,8.85,12.6,9
83,41.5,,,8.35,13.1,8.85,12.6,9
84,42,,,8.35,13.1,8.85,12.6,9
85,42.5,,,8.35,13.1,8.85,12.6,9
86,43,,,8.35,13.1,8.85,12.6,9
87,43.5,,,8.35,13.1,8.85,12.6,9
88,44,,,8.35,13.1,8.85,12.6,9
89,44.5,,,8.35,13.1,8.85,12.6,9
90,45,,,8.35,13.1,8.85,12.6,9
91,45.5,,,8.35,13.1,8.85,12.6,9
92,46,,,8.35,13.1,8.85,12.6,9
93,46.5,,,8.35,13.1,8.85,12.6,9
94,47,,,8.35,13.1,8.85,12.6,9
95,47.5,,,8.35,13.1,8.85,12.6,9
96,48,,,8.35,13.1,8.85,12.6,9
97,48.5,,,8.35,13.1,8.85,12.6,9
98,49,,,8.35,13.1,8.85,12.6,9
99,49.5,,,8.35,13.1,8.85,12.6,9
100,50,,,8.35,13.1,8.85,12.6,9
101,50.5,,,8.35,13.1,8.85,12.6,9
102,51,,,8.35,13.1,8.85,12.6,9
103,51.5,,,8.35,13.1,8.85,12.6,9
104,52,,,8.35,13.1,8.85,12.6,9
105,52.5,,,8.35,13.1,8.85,12.6,9
106,53,,,8.35,13.1,8.85,12.6,9
107,53.5,,,8.35,13.1,8.85,12.6,9
108,54,,,8.35,13.1,8.85,12.6,9
109,54.5,,,8.35,13.1,8.85,12.6,9
110,55,,,8.35,13.1,8.85,12.6,9
111,55.5,,,8.35,13.1,8.85,12.6,9
112,56,,,8.35,13.1,8.85,12.6,9
113,56.5,,,8.35,13.1,8.85,12.6,9
114,57,,,8.35,13.1,8.85,12.6,9
115,57.5,,,8.35,13.1,8.85,12.6,9
116,58,,,8.35,13.1,8.85,12.6,9
117,58.5,,,8.35,13.1,8.85,12.6,9
118,59,,,8.35,13.1,8.85,12.6,9
119,59.5,,,8.35,13.1,8.85,12.6,9
120,60,,,8.35,13.1,8.85,12.6,9
121,60.5,,,8.35,13.1,8.85,12.6,9
122,61,,,8.35,13.1,8.85,12.6,9
123,61.5,,,8.35,13.1,8.85,12.6,9
124,62,,,8.35,13.1,8.85,12.6,9
125,62.5,,,8.35,13.1,8.85,12.6,9
126,63,,,8.35,13.1,8.85,12.6,9
127,63.5,,,8.35,13.1,8.85,12.6,9
128,64,,,8.35,13.1,8.85,12.6,9
129,64.5,,,8.35,13.1,8.85,12.6,9
130,65,,,8.35,13.1,8.85,12.6,9
131,65.5,,,8.35,13.1,8.85,12.6,9
132,66,,,8.35,13.1,8.85,12.6,9
133,66.5,,,8.35,13.1,8.85,12.6,9
134,67,,,8.35,13.1,8.85,12.6,9
135,67.5,,,8.35,13.1,8.85,12.6,9
136,68,,,8.35,13.1,8.85,12.6,9
137,68.5,,,8.35,13.1,8.85,12.6,9
138,69,,,8.35,13.1,8.85,12.6,9
139,69.5,,,8.35,13.1,8.85,12.6,9
140,70,,,8.35,13.1,8.85,12.6,9
141,70.5,,,8.35,13.1,8.85,12.6,9
142,71,,,8.35,13.1,8.85,12.6,9
143,71.5,,,8.35,13.1,8.85,12.6,9
144,72,,,8.35,13.1,8.85,12.6,9
145,72.5,,,8.35,13.1,8.85,12.6,9
146,73,,,8.35,13.1,8.85,12.6,9
147,73.5,,,8.35,13.1,8.85,12.6,9
148,74,,,8.35,13.1,8.85,12.6,9
149,74.5,,,8.35,13.1,8.85,12.6,9
150,75,,,8.35,13.1,8.85,12.6,9
151,75.5,,,8.35,13.1,8.85,12.6,9
152,76,,,8.35,13.1,8.85,12.6,9
153,76.5,,,8.35,13.1,8.85,12.6,9
154,77,,,8.35,13.1,8.85,12.6,9
155,77.5,,,8.35,13.1,8.85,12.6,9
156,78,,,8.35,13.1,8.85,12.6,9
157,78.5,,,8.35,13.1,8.85,12.6,9
158,79,,,8.35,13.1,8.85,12.6,9
159,79.5,,,8.35,13.1,8.85,12.6,9
160,80,,,8.35,13.1,8.85,12.6,9
161,80.5,,,8.35,13.1,8.85,12.6,9
162,81,,,8.35,13.1,8.85,12.6,9
163,81.5,,,8.35,13.1,8.85,12.6,9
164,82,,,8.35,13.1,8.85,12.6,9
165,82.5,,,8.35,13.1,8.85,12.6,9
166,83,,,8.35,13.1,8.85,12.6,9
167,83.5,,,8.35,13.1,8.85,12.6,9
168,84,,,8.35,13.1,8.85,12.6,9
169,84.5,,,8.35,13.1,8.85,12.6,9
170,85,,,8.35,13.1,8.85,12.6,9
171,85.5,,,8.35,13.1,8.85,12.6,9
172,86,,,8.35,13.1,8.85,12.6,9
173,86.5,,,8.35,13.1,8.85,12.6,9
174,87,,,8.35,13.1,8.85,12.6,9
175,87.5,,,8.35,13.1,8.85,12.6,9
176,88,,,8.35,13.1,8.85,12.6,9
177,88.5,,,8.35,13.1,8.85,12.6,9
178,89,,,8.35,13.1,8.85,12.6,9
179,89.5,,,8.35,13.1,8.85,12.6,9
180,90,,,8.35,13.1,8.85,12.6,9
181,90.5,,,8.35,13.1,8.85,12.6,9
182,91,,,8.35,13.1,8.85,12.6,9
183,91.5,,,8.35,13.1,8.85,12.6,9
184,92,,,8.35,13.1,8.85,12.6,9
185,92.5,,,8.35,13.1,8.85,12.6,9
186,93,,,8.35,13.1,8.85,12.6,9
187,93.5,,,8.35,13.1,8.85,12.6,9
188,94,,,8.35,13.1,8.85,12.6,9
189,94.5,,,8.35,13.1,8.85,12.6,9
190,95,,,8.35,13.1,8.85,12.6,9
191,95.5,,,8.35,13.1,8.85,12.6,9
192,96,,,8.35,13.1,8.85,12.6,9
193,96.5,,,8.35,13.1,8.85,12.6,9
194,97,,,8.35,13.1,8.85,12.6,9
195,97.5,,,8.35,13.1,8.85,12.6,9
196,98,,,8.35,13.1,8.85,12.6,9
197,98.5,,,8.35,13.1,8.85,12.6,9
198,99,,,8.35,13.1,8.85,12.6,9
199,99.5,,,8.35,13.1,8.85,12.6,9
200,100,,,8.35,13.1,8.85,12.6,9
201,100.5,,,8.35,13.1,8.85,12.6,9
202,101,,,8.35,13.1,8.85,12.6,9
203,101.5,,,8.35,13.1,8.85,12.6,9
204,102,,,8.35,13.1,8.85,12.6,9
205,102.5,,,8.35,13.1,8.85,12.6,9
206,103,,,8.35,13.1,8.85,12.6,9
207,103.5,,,8.35,13.1,8.85,12.6,9
208,104,,,8.35,13.1,8.85,12.6,9
209,104.5,,,8.35,13.1,8.85,12.6,9
210,105,,,8.35,13.1,8.85,12.6,9
211,105.5,,,8.35,13.1,8.85,12.6,9
212,106,,,8.35,13.1,8.85,12.6,9
213,106.5,,,8.35,13.1,8.85,12.6,9
214,107,,,8.35,13.1,8.85,12.6,9
215,107.5,,,8.35,13.1,8.85,12.6,9
216,108,,,8.35,13.1,8.85,12.6,9
217,108.5,,,8.35,13.1,8.85,12.6,9
218,109,,,8.35,13.1,8.85,12.6,9
219,109.5,,,8.35,13.1,8.85,12.6,9
220,110,,,8.35,13.1,8.85,12.6,9
221,110.5,,,8.35,13.1,8.85,12.6,9
222,111,,,8.35,13.1,8.85,12.6,9
223,111.5,,,8.35,13.1,8.85,12.6,9
224,112,,,8.35,13.1,8.85,12.6,9
225,112.5,,,8.35,13.1,8.85,12.6,9
226,113,,,8.35,13.1,8.85,12.6,9
227,113.5,,,8.35,13.1,8.85,12.6,9
228,114,,,8.35,13.1,8.85,12.6,9
229,114.5,,,8.35,13.1,8.85,12.6,9
230,115,,,8.35,13.1,8.85,12.6,9
231,115.5,,,8.35,13.1,8.85,12.6,9
232,116,,,8.35,13.1,8.85,12.6,9
233,116.5,,,8.35,13.1,8.85,12.6,9
234,117,,,8.35,13.1,8.85,12.6,9
235,117.5,,,8.35,13.1,8.85,12.6,9
236,118,,,8.35,13.1,8.85,12.6,9
237,118.5,,,8.35,13.1,8.85,12.6,9
238,119,,,8.35,13.1,8.85,12.6,9
239,119.5,,,8.35,13.1,8.85,12.6,9
240,120,,,8.35,13.1,8.85,12.6,9
241,120.5,,,8.35,13.1,8.85,12.6,9
242,121,,,8.35,13.1,8.85,12.6,9
243,121.5,,,8.35,13.1,8.85,12.6,9
244,122,,,8.35,13.1,8.85,12.6,9
245,122.5,,,8.35,13.1,8.85,12.6,9
246,123,,,8.35,13.1,8.85,12.6,9
247,123.5,,,8.35,13.1,8.85,12.6,9
248,124,,,8.35,13.1,8.85,12.6,9
249,124.5,,,8.35,13.1,8.85,12.6,9
250,125,,,8.35,13.1,8.85,12.6,9
251,125.5,,,8.35,13.1,8.85,12.6,9
252,126,,,8.35,13.1,8.85,12.6,9
253,126.5,,,8.35,13.1,8.85,12.6,9
254,127,,,8.35,13.1,8.85,12.6,9
255,127.5,,,8.35,13.1,8.85,12.6,9
256,128,,,8.35,13.1,8.85,12.6,9
257,128.5,,,8.35,13.1,8.85,12.6,9
258,129,,,8.35,13.1,8.85,12.6,9
259,129.5,,,8.35,13.1,8.85,12.6,9
260,130,,,8.35,13.1,8.85,12.6,9
261,130.5,,,8.35,13.1,8.85,12.6,9
262,131,,,8.35,13.1,8.85,12.6,9
263,131.5,,,8.35,13.1,8.85,12.6,9
264,132,,,8.35,13.1,8.85,12.6,9
265,132.5,,,8.35,13.1,8.85,12.6,9
266,133,,,8.35,13.1,8.85,12.6,9
267,133.5,,,8.35,13.1,8.85,12.6,9
268,134,,,8.35,13.1,8.85,12.6,9
269,134.5,,,8.35,13.1,8.85,12.6,9
270,135,,,8.35,13.1,8.85,12.6,9
271,135.5,,,8.35,13.1,8.85,12.6,9
272,136,,,8.35,13.1,8.85,12.6,9
273,136.5,,,8.35,13.1,8.85,12.6,9
274,137,,,8.35,13.1,8.85,12.6,9
275,137.5,,,8.35,13.1,8.85,12.6,9
276,138,,,8.35,13.1,8.85,12.6,9
277,138.5,,,8.35,13.1,8.85,12.6,9
278,139,,,8.35,13.1,8.85,12.6,9
279,139.5,,,8.35,13.1,8.85,12.6,9
280,140,,,8.35,13.1,8.85,12.6,9
281,140.5,,,8.35,13.1,8.85,12.6,9
282,141,,,8.35,13.1,8.85,12.6,9
283,141.5,,,8.35,13.1,8.85,12.6,9
284,142,,,8.35,13.1,8.85,12.6,9
285,142.5,,,8.35,13.1,8.85,12.6,9
286,143,,,8.35,13.1,8.85,12.6,9
287,143.5,,,8.35,13.1,8.85,12.6,9
288,144,,,8.35,13.1,8.85,12.6,9
289,144.5,,,8.35,13.1,8.85,12.6,9
290,145,,,8.35,13.1,8.85,12.6,9
291,145.5,,,8.35,13.1,8.85,12.6,9
292,146,,,8.35,13.1,8.85,12.6,9
293,146.5,,,8.35,13.1,8.85,12.6,9
294,147,,,8.35,13.1,8.85,12.6,9
295,147.5,,,8.35,13.1,8.85,12.6,9
296,148,,,8.35,13.1,8.85,12.6,9
297,148.5,,,8.35,13.1,8.85,12.6,9
298,149,,,8.35,13.1,8.85,12.6,9
299,149.5,,,8.35,13.1,8.85,12.6,9
300,150,,,8.35,13.1,8.85,12.6,9
301,150.5,,,8.35,13.1,8.85,12.6,9
302,151,,,8.35,13.1,8.85,12.6,9
303,151.5,,,8.35,13.1,8.85,12.6,9
304,152,,,8.35,13.1,8.85,12.6,9
305,152.5,,,8.35,13.1,8.85,12.6,9
306,153,,,8.35,13.1,8.85,12.6,9
307,153.5,,,8.35,13.1,8.85,12.6,9
308,154,,,8.35,13.1,8.85,12.6,9
309,154.5,,,8.35,13.1,8.85,12.6,9
310,155,,,8.35,13.1,8.85,12.6,9
311,155.5,,,8.35,13.1,8.85,12.6,9
312,156,,,8.35,13.1,8.85,12.6,9
313,156.5,,,8.35,13.1,8.85,12.6,9
314,157,,,8.35,13.1,8.85,12.6,9
315,157.5,,,8.35,13.1,8.85,12.6,9
316,158,,,8.35,13.1,8.85,12.6,9
317,158.5,,,8.35,13.1,8.85,12.6,9
318,159,,,8.35,13.1,8.85,12.6,9
319,159.5,,,8.35,13.1,8.85,12.6,9
320,160,,,8.35,13.1,8.85,12.6,9
321,160.5,,,8.35,13.1,8.85,12.6,9
322,161,,,8.35,13.1,8.85,12.6,9
323,161.5,,,8.35,13.1,8.85,12.6,9
324,162,,,8.35,13.1,8.85,12.6,9
325,162.5,,,8.35,13.1,8.85,12.6,9
326,163,,,8.35,13.1,8.85,12.6,9
327,163.5,,,8.35,13.1,8.85,12.6,9
328,164,,,8.35,13.1,8.85,12.6,9
329,164.5,,,8.35,13.1,8.85,12.6,9
330,165,,,8.35,13.1,8.85,12.6,9
331,165.5,,,8.35,13.1,8.85,12.6,9
332,166,,,8.35,13.1,8.85,12.6,9
333,166.5,,,8.35,13.1,8.85,12.6,9
334,167,,,8.35,13.1,8.85,12.6,9
335,167.5,,,8.35,13.1,8.85,12.6,9
336,168,,,8.35,13.1,8.85,12.6,9
337,168.5,,,8.35,13.1,8.85,12.6,9
338,169,,,8.35,13.1,8.85,12.6,9
339,169.5,,,8.35,13.1,8.85,12.6,9
340,170,,,8.35,13.1,8.85,12.6,9
341,170.5,,,8.35,13.1,8.85,12.6,9
342,171,,,8.35,13.1,8.85,12.6,9
343,171.5,,,8.35,13.1,8.85,12.6,9
344,172,,,8.35,13.1,8.85,12.6,9
345,172.5,,,8.35,13.1,8.85,12.6,9
346,173,,,8.35,13.1,8.85,12.6,9
347,173.5,,,8.35,13.1,8.85,12.6,9
348,174,,,8.35,13.1,8.85,12.6,9
349,174.5,,,8.35,13.1,8.85,12.6,9
350,175,,,8.35,13.1,8.85,12.6,9
351,175.5,,,8.35,13.1,8.85,12.6,9
352,176,,,8.35,13.1,8.85,12.6,9
353,176.5,,,8.35,13.1,8.85,12.6,9
354,177,,,8.35,13.1,8.85,12.6,9
355,177.5,,,8.35,13.1,8.85,12.6,9
356,178,,,8.35,13.1,8.85,12.6,9
357,178.5,,,8.35,13.1,8.85,12.6,9
358,179,,,8.35,13.1,8.85,12.6,9
359,179.5,,,8.35,13.1,8.85,12.6,9
360,180,,,8.35,13.1,8.85,12.6,9
361,180.5,,,8.35,13.1,8.85,12.6,9
362,181,,,8.35,13.1,8.85,12.6,9
363,181.5,,,8.35,13.1,8.85,12.6,9
364,182,,,8.35,13.1,8.85,12.6,9
365,182.5,,,8.35,13.1,8.85,12.6,9
366,183,,,8.35,13.1,8.85,12.6,9
367,183.5,,,8.35,13.1,8.85,12.6,9
368,184,,,8.35,13.1,8.85,12.6,9
369,184.5,,,8.35,13.1,8.85,12.6,9
370,185,,,8.35,13.1,8.85,12.6,9
371,185.5,,,8.35,13.1,8.85,12.6,9
372,186,,,8.35,13.1,8.85,12.6,9
373,186.5,,,8.35,13.1,8.85,12.6,9
374,187,,,8.35,13.1,8.85,12.6,9
375,187.5,,,8.35,13.1,8.85,12.6,9
376,188,,,8.35,13.1,8.85,12.6,9
377,188.5,,,8.35,13.1,8.85,12.6,9
378,189,,,8.35,13.1,8.85,12.6,9
379,189.5,,,8.35,13.1,8.85,12.6,9
380,190,,,8.35,13.1,8.85,12.6,9
381,190.5,,,8.35,13.1,8.85,12.6,9
382,191,,,8.35,13.1,8.85,12.6,9
383,191.5,,,8.35,13.1,8.85,12.6,9
384,192,,,8.35,13.1,8.85,12.6,9
385,192.5,,,8.35,13.1,8.85,12.6,9
386,193,,,8.35,13.1,8.85,12.6,9
387,193.5,,,8.35,13.1,8.85,12.6,9
388,194,,,8.35,13.1,8.85,12.6,9
389,194.5,,,8.35,13.1,8.85,12.6,9
390,195,,,8.35,13.1,8.85,12.6,9
391,195.5,,,8.35,13.1,8.85,12.6,9
392,196,,,8.35,13.1,8.85,12.6,9
393,196.5,,,8.35,13.1,8.85,12.6,9
394,197,,,8.35,13.1,8.85,12.6,9
395,197.5,,,8.35,13.1,8.85,12.6,9
396,198,,,8.35,13.1,8.85,12.6,9
397,198.5,,,8.35,13.1,8.85,12.6,9
398,199,,,8.35,13.1,8.85,12.6,9
399,199.5,,,8.35,13.1,8.85,12.6,9
400,200,,,8.35,13.1,8.85,12.6,9
401,200.5,,,8.35,13.1,8.85,12.6,9
402,201,,,8.35,13.1,8.85,12.6,9
403,201.5,,,8.35,13.1,8.85,12.6,9
404,202,,,8.35,13.1,8.85,12.6,9
405,202.5,,,8.35,13.1,8.85,12.6,9
406,203,,,8.35,13.1,8.85,12.6,9
407,203.5,,,8.35,13.1,8.85,12.6,9
408,204,,,8.35,13.1,8.85,12.6,9
409,204.5,,,8.35,13.1,8.85,12.6,9
410,205,,,8.35,13.1,8.85,12.6,9
411,205.5,,,8.35,13.1,8.85,12.6,9
412,206,,,8.35,13.1,8.85,12.6,9
413,206.5,,,8.35,13.1,8.85,12.6,9
414,207,,,8.35,13.1,8.85,12.6,9
415,207.5,,,8.35,13.1,8.85,12.6,9
416,208,,,8.35,13.1,8.85,12.6,9
417,208.5,,,8.35,13.1,8.85,12.6,9
418,209,,,8.35,13.1,8.85,12.6,9
419,209.5,,,8.35,13.1,8.85,12.6,9
420,210,,,8.35,13.1,8.85,12.6,9
421,210.5,,,8.35,13.1,8.85,12.6,9
422,211,,,8.35,13.1,8.85,12.6,9
423,211.5,,,8.35,13.1,8.85,12.6,9
424,212,,,8.35,13.1,8.85,12.6,9
425,212.5,,,8.35,13.1,8.85,12.6,9
426,213,,,8.35,13.1,8.85,12.6,9
427,213.5,,,8.35,13.1,8.85,12.6,9
428,214,,,8.35,13.1,8.85,12.6,9
429,214.5,,,8.35,13.1,8.85,12.6,9
430,215,,,8.35,13.1,8.85,12.6,9
431,215.5,,,8.35,13.1,8.85,12.6,9
432,216,,,8.35,13.1,8.85,12.6,9
433,216.5,,,8.35,13.1,8.85,12.6,9
434,217,,,8.35,13.1,8.85,12.6,9
435,217.5,,,8.35,13.1,8.85,12.6,9
436,218,,,8.35,13.1,8.85,12.6,9
437,218.5,,,8.35,13.1,8.85,12.6,9
438,219,,,8.35,13.1,8.85,12.6,9
439,219.5,,,8.35,13.1,8.85,12.6,9
440,220,,,8.35,13.1,8.85,12.6,9
441,220.5,,,8.35,13.1,8.85,12.6,9
442,221,,,8.35,13.1,8.85,12.6,9
443,221.5,,,8.35,13.1,8.85,12.6,9
444,222,,,8.35,13.1,8.85,12.6,9
445,222.5,,,8.35,13.1,8.85,12.6,9
446,223,,,8.35,13.1,8.85,12.6,9
447,223.5,,,8.35,13.1,8.85,12.6,9
448,224,,,8.35,13.1,8.85,12.6,9
449,224.5,,,8.35,13.1,8.85,12.6,9
450,225,,,8.35,13.1,8.85,12.6,9
451,225.5,,,8.35,13.1,8.85,12.6,9
452,226,,,8.35,13.1,8.85,12.6,9
453,226.5,,,8.35,13.1,8.85,12.6,9
454,227,,,8.35,13.1,8.85,12.6,9
455,227.5,,,8.35,13.1,8.85,12.6,9
456,228,,,8.35,13.1,8.85,12.6,9
457,228.5,,,8.35,13.1,8.85,12.6,9
458,229,,,8.35,13.1,8.85,12.6,9
459,229.5,,,8.35,13.1,8.85,12.6,9
460,230,,,8.35,13.1,8.85,12.6,9
461,230.5,,,8.35,13.1,8.85,12.6,9
462,231,,,8.35,13.1,8.85,12.6,9
463,231.5,,,8.35,13.1,8.85,12.6,9
464,232,,,8.35,13.1,8.85,12.6,9
465,232.5,,,8.35,13.1,8.85,12.6,9
466,233,,,8.35,13.1,8.85,12.6,9
467,233.5,,,8.35,13.1,8.85,12.6,9
468,234,,,8.35,13.1,8.85,12.6,9
469,234.5,,,8.35,13.1,8.85,12.6,9
470,235,,,8.35,13.1,8.85,12.6,9
471,235.5,,,8.35,13.1,8.85,12.6,9
472,236,,,8.35,13.1,8.85,12.6,9
473,236.5,,,8.35,13.1,8.85,12.6,9
474,237,,,8.35,13.1,8.85,12.6,9
475,237.5,,,8.35,13.1,8.85,12.6,9
476,238,,,8.35,13.1,8.85,12.6,9
477,238.5,,,8.35,13.1,8.85,12.6,9
478,239,,,8.35,13.1,8.85,12.6,9
479,239.5,,,8.35,13.1,8.85,12.6,9
480,240,,,8.35,13.1,8.85,12.6,9
481,240.5,,,8.35,13.1,8.85,12.6,9
482,241,,,8.35,13.1,8.85,12.6,9
483,241.5,,,8.35,13.1,8.85,12.6,9
484,242,,,8.35,13.1,8.85,12.6,9
485,242.5,,,8.35,13.1,8.85,12.6,9
486,243,,,8.35,13.1,8.85,12.6,9
487,243.5,,,8.35,13.1,8.85,12.6,9
488,244,,,8.35,13.1,8.85,12.6,9
489,244.5,,,8.35,13.1,8.85,12.6,9
490,245,,,8.35,13.1,8.85,12.6,9
491,245.5,,,8.35,13.1,8.85,12.6,9
492,246,,,8.35,13.1,8.85,12.6,9
493,246.5,,,8.35,13.1,8.85,12.6,9
494,247,,,8.35,13.1,8.85,12.6,9
495,247.5,,,8.35,13.1,8.85,12.6,9
496,248,,,8.35,13.1,8.85,12.6,9
497,248.5,,,8.35,13.1,8.85,12.6,9
498,249,,,8.35,13.1,8.85,12.6,9
499,249.5,,,8.35,13.1,8.85,12.6,9
500,250,,,8.35,13.1,8.85,12.6,9
501,250.5,,,8.35,13.1,8.85,12.6,9
502,251,,,8.35,13.1,8.85,12.6,9
503,251.5,,,8.35,13.1,8.85,12.6,9
504,252,,,8.35,13.1,8.85,12.6,9
505,252.5,,,8.35,13.1,8.85,12.6,9
506,253,,,8.35,13.1,8.85,12.6,9
507,253.5,,,8.35,13.1,8.85,12.6,9
508,254,,,8.35,13.1,8.85,12.6,9
509,254.5,,,8.35,13.1,8.85,12.6,9
510,255,,,8.35,13.1,8.85,12.6,9
511,255.5,,,8.35,13.1,8.85,12.6,9
512,256,,,8.35,13.1,8.85,12.6,9
513,256.5,,,8.35,13.1,8.85,12.6,9
514,257,,,8.35,13.1,8.85,12.6,9
515,257.5,,,8.35,13.1,8.85,12.6,9
516,258,,,8.35,13.1,8.85,12.6,9
517,258.5,,,8.35,13.1,8.85,12.6,9
518,259,,,8.35,13.1,8.85,12.6,9
519,259.5,,,8.35,13.1,8.85,12.6,9
520,260,,,8.35,13.1,8.85,12.6,9
521,260.5,,,8.35,13.1,8.85,12.6,9
522,261,,,8.35,13.1,8.85,12.6,9
523,261.5,,,8.35,13.1,8.85,12.6,9
524,262,,,8.35,13.1,8.85,12.6,9
525,262.5,,,8.35,13.1,8.85,12.6,9
526,263,,,8.35,13.1,8.85,12.6,9
527,263.5,,,8.35,13.1,8.85,12.6,9
528,264,,,8.35,13.1,8.85,12.6,9
529,264.5,,,8.35,13.1,8.85,12.6,9
530,265,,,8.35,13.1,8.85,12.6,9
531,265.5,,,8.35,13.1,8.85,12.6,9
532,266,,,8.35,13.1,8.85,12.6,9
533,266.5,,,8.35,13.1,8.85,12.6,9
534,267,,,8.35,13.1,8.85,12.6,9
535,267.5,,,8.35,13.1,8.85,12.6,9
536,268,,,8.35,13.1,8.85,12.6,9
537,268.5,,,8.35,13.1,8.85,12.6,9
538,269,,,8.35,13.1,8.85,12.6,9
539,269.5,,,8.35,13.1,8.85,12.6,9
540,270,,,8.35,13.1,8.85,12.6,9
541,270.5,,,8.35,13.1,8.85,12.6,9
542,271,,,8.35,13.1,8.85,12.6,9
543,271.5,,,8.35,13.1,8.85,12.6,9
544,272,,,8.35,13.1,8.85,12.6,9
545,272.5,,,8.35,13.1,8.85,12.6,9
546,273,,,8.35,13.1,8.85,12.6,9
547,273.5,,,8.35,13.1,8.85,12.6,9
548,274,,,8.35,13.1,8.85,12.6,9
549,274.5,,,8.35,13.1,8.85,12.6,9
550,275,,,8.35,13.1,8.85,12.6,9
551,275.5,,,8.35,13.1,8.85,12.6,9
552,276,,,8.35,13.1,8.85,12.6,9
553,276.5,,,8.35,13.1,8.85,12.6,9
554,277,,,8.35,13.1,8.85,12.6,9
555,277.5,,,8.35,13.1,8.85,12.6,9
556,278,,,8.35,13.1,8.85,12.6,9
557,278.5,,,8.35,13.1,8.85,12.6,9
