,TVD,PP,FP,PP_ED,FP_ED,PP_ED_SF,FP_ED_SF,MW
2189,1094.5,409.2603604,696.2067006,8.393170397,13.1431704,8.893170397,12.6431704,10.9
2190,1095,409.4130186,694.2659423,8.393378995,13.143379,8.893378995,12.643379,10.9
2191,1095.5,409.5481145,692.0718133,8.393587403,13.1435874,8.893587403,12.6435874,10.9
2192,1096,409.670588,690.0208117,8.39379562,13.14379562,8.89379562,12.64379562,10.9
2193,1096.5,409.790668,688.2125972,8.394003648,13.14400365,8.894003648,12.64400365,10.9
2194,1097,409.9224418,686.6921668,8.394211486,13.14421149,8.894211486,12.64421149,10.9
2195,1097.5,410.0697691,685.4314525,8.394419134,13.14441913,8.894419134,12.64441913,10.9
2196,1098,410.2016953,684.2173968,8.394626594,13.14462659,8.894626594,12.64462659,10.9
2197,1098.5,410.2595637,682.6994206,8.394833864,13.14483386,8.894833864,12.64483386,10.9
2198,1099,410.1955621,680.5739132,8.395040946,13.14504095,8.895040946,12.64504095,10.9
2199,1099.5,410.0099393,677.8479622,8.39524784,13.14524784,8.89524784,12.64524784,10.9
2200,1100,409.7584522,674.9407827,8.395454545,13.14545455,8.895454545,12.64545455,10.9
2201,1100.5,409.5228225,672.535243,8.395661063,13.14566106,8.895661063,12.64566106,10.9
2202,1101,409.3664587,671.3480727,8.395867393,13.14586739,8.895867393,12.64586739,10.9
2203,1101.5,409.2930505,671.7107299,8.396073536,13.14607354,8.896073536,12.64607354,10.9
2204,1102,409.2320412,673.3064869,8.396279492,13.14627949,8.896279492,12.64627949,10.9
2205,1102.5,409.074123,675.7184445,8.396485261,13.14648526,8.896485261,12.64648526,10.9
2206,1103,408.7535293,678.9215555,8.396690843,13.14669084,8.896690843,12.64669084,10.9
2207,1103.5,408.3125316,683.0980018,8.396896239,13.14689624,8.896896239,12.64689624,10.9
2208,1104,407.8696272,688.1343263,8.397101449,13.14710145,8.897101449,12.64710145,10.9
2209,1104.5,407.5147473,693.4873242,8.397306474,13.14730647,8.897306474,12.64730647,10.9
2210,1105,407.2343586,698.6905464,8.397511312,13.14751131,8.897511312,12.64751131,10.9
2211,1105.5,406.9388902,703.7896232,8.397715966,13.14771597,8.897715966,12.64771597,10.9
2212,1106,406.5427505,709.2029792,8.397920434,13.14792043,8.897920434,12.64792043,10.9
2213,1106.5,406.0154349,715.1911396,8.398124718,13.14812472,8.898124718,12.64812472,10.9
2214,1107,405.3810062,721.4270209,8.398328817,13.14832882,8.898328817,12.64832882,10.9
2215,1107.5,404.6918131,727.5348111,8.398532731,13.14853273,8.898532731,12.64853273,10.9
2216,1108,404.0099516,733.602714,8.398736462,13.14873646,8.898736462,12.64873646,10.9
2217,1108.5,403.3858812,739.9737183,8.398940009,13.14894001,8.898940009,12.64894001,10.9
2218,1109,402.8356227,746.9157235,8.399143372,13.14914337,8.899143372,12.64914337,10.9
2219,1109.5,402.3322747,754.4598626,8.399346553,13.14934655,8.899346553,12.64934655,10.9
2220,1110,401.8208501,762.3187313,8.39954955,13.14954955,8.89954955,12.64954955,10.9
2221,1110.5,401.2503067,769.9025639,8.399752364,13.14975236,8.899752364,12.64975236,10.9
2222,1111,400.6147421,776.4886888,8.399954995,13.149955,8.899954995,12.649955,10.9
2223,1111.5,399.9910081,781.6238003,8.400157445,13.15015744,8.900157445,12.65015744,10.9
2224,1112,399.5370516,785.2312074,8.400359712,13.15035971,8.900359712,12.65035971,10.9
2225,1112.5,399.4266595,787.1992241,8.400561798,13.1505618,8.900561798,12.6505618,10.9
2226,1113,399.745435,787.2980576,8.400763702,13.1507637,8.900763702,12.6507637,10.9
2227,1113.5,400.416571,785.6322184,8.400965424,13.15096542,8.900965424,12.65096542,10.9
2228,1114,401.2415494,783.0895941,8.401166966,13.15116697,8.901166966,12.65116697,10.9
2229,1114.5,402.0444801,780.8035017,8.401368327,13.15136833,8.901368327,12.65136833,10.9
2230,1115,402.7899356,779.0732704,8.401569507,13.15156951,8.901569507,12.65156951,10.9
2231,1115.5,403.5748374,777.3863067,8.401770506,13.15177051,8.901770506,12.65177051,10.9
2232,1116,404.5061593,775.0757752,8.401971326,13.15197133,8.901971326,12.65197133,10.9
2233,1116.5,405.5931587,771.8059043,8.402171966,13.15217197,8.902171966,12.65217197,10.9
2234,1117,406.7474418,767.9122947,8.402372426,13.15237243,8.902372426,12.65237243,10.9
2235,1117.5,407.8765596,763.9698272,8.402572707,13.15257271,8.902572707,12.65257271,10.9
2236,1118,408.9703819,760.2118381,8.402772809,13.15277281,8.902772809,12.65277281,10.9
2237,1118.5,410.0992231,756.5057351,8.402972731,13.15297273,8.902972731,12.65297273,10.9
2238,1119,411.3492229,752.6906911,8.403172475,13.15317248,8.903172475,12.65317248,10.9
2239,1119.5,412.7483647,748.7058193,8.403372041,13.15337204,8.903372041,12.65337204,10.9
2240,1120,414.2522728,744.5544917,8.403571429,13.15357143,8.903571429,12.65357143,10.9
2241,1120.5,415.7824239,740.3460454,8.403770638,13.15377064,8.903770638,12.65377064,10.9
2242,1121,417.2662073,736.2984719,8.40396967,13.15396967,8.90396967,12.65396967,10.9
2243,1121.5,418.6458076,732.6541449,8.404168524,13.15416852,8.904168524,12.65416852,10.9
2244,1122,419.8598212,729.6439778,8.404367201,13.1543672,8.904367201,12.6543672,10.9
2245,1122.5,420.845591,727.4512318,8.404565702,13.1545657,8.904565702,12.6545657,10.9
2246,1123,421.5696872,726.0970303,8.404764025,13.15476402,8.904764025,12.65476402,10.9
2247,1123.5,422.0672272,725.4034579,8.404962172,13.15496217,8.904962172,12.65496217,10.9
2248,1124,422.4419462,724.9808588,8.405160142,13.15516014,8.905160142,12.65516014,10.9
2249,1124.5,422.7984759,724.4685045,8.405357937,13.15535794,8.905357937,12.65535794,10.9
2250,1125,423.1711871,723.7228699,8.405555556,13.15555556,8.905555556,12.65555556,10.9
2251,1125.5,423.5157309,722.8309612,8.405752999,13.155753,8.905752999,12.655753,10.9
2252,1126,423.7891626,721.9262909,8.405950266,13.15595027,8.905950266,12.65595027,10.9
2253,1126.5,424.0244758,721.1466779,8.406147359,13.15614736,8.906147359,12.65614736,10.9
2254,1127,424.3217372,720.4351036,8.406344277,13.15634428,8.906344277,12.65634428,10.9
2255,1127.5,424.7663941,719.5424201,8.40654102,13.15654102,8.90654102,12.65654102,10.9
2256,1128,425.34858,718.3676944,8.406737589,13.15673759,8.906737589,12.65673759,10.9
2257,1128.5,425.9657135,717.1788271,8.406933983,13.15693398,8.906933983,12.65693398,10.9
2258,1129,426.4861438,716.310474,8.407130204,13.1571302,8.907130204,12.6571302,10.9
2259,1129.5,426.8266371,715.7841886,8.407326251,13.15732625,8.907326251,12.65732625,10.9
2260,1130,426.9755191,715.3531939,8.407522124,13.15752212,8.907522124,12.65752212,10.9
2261,1130.5,426.9676386,714.7664591,8.407717824,13.15771782,8.907717824,12.65771782,10.9
2262,1131,426.8339277,713.9982881,8.407913351,13.15791335,8.907913351,12.65791335,10.9
2263,1131.5,426.5756016,713.3776481,8.408108705,13.15810871,8.908108705,12.65810871,10.9
2264,1132,426.1934482,713.4634864,8.408303887,13.15830389,8.908303887,12.65830389,10.9
2265,1132.5,425.7405705,714.588223,8.408498896,13.1584989,8.908498896,12.6584989,10.9
2266,1133,425.3424073,716.2967524,8.408693733,13.15869373,8.908693733,12.65869373,10.9
2267,1133.5,425.1467397,717.6968381,8.408888399,13.1588884,8.908888399,12.6588884,10.9
2268,1134,425.2319583,718.3263386,8.409082892,13.15908289,8.909082892,12.65908289,10.9
2269,1134.5,425.5552094,718.3383364,8.409277215,13.15927721,8.909277215,12.65927721,10.9
2270,1135,425.9996144,718.1424987,8.409471366,13.15947137,8.909471366,12.65947137,10.9
2271,1135.5,426.4674493,718.0152906,8.409665346,13.15966535,8.909665346,12.65966535,10.9
2272,1136,426.9308507,718.0135843,8.409859155,13.15985915,8.909859155,12.65985915,10.9
2273,1136.5,427.4083628,718.078626,8.410052794,13.16005279,8.910052794,12.66005279,10.9
2274,1137,427.9051815,718.2681561,8.410246262,13.16024626,8.910246262,12.66024626,10.9
2275,1137.5,428.3834961,718.7939191,8.41043956,13.16043956,8.91043956,12.66043956,10.9
2276,1138,428.7874522,719.7094732,8.410632689,13.16063269,8.910632689,12.66063269,10.9
2277,1138.5,429.0869004,720.7947798,8.410825648,13.16082565,8.910825648,12.66082565,10.9
2278,1139,429.3002176,721.7496712,8.411018437,13.16101844,8.911018437,12.66101844,10.9
2279,1139.5,429.4916303,722.4951288,8.411211057,13.16121106,8.911211057,12.66121106,10.9
2280,1140,429.7561951,723.1344341,8.411403509,13.16140351,8.911403509,12.66140351,10.9
2281,1140.5,430.1909347,723.7567149,8.411595791,13.16159579,8.911595791,12.66159579,10.9
2282,1141,430.8727677,724.240124,8.411787905,13.16178791,8.911787905,12.66178791,10.9
2283,1141.5,431.8366387,724.1922355,8.411979851,13.16197985,8.911979851,12.66197985,10.9
2284,1142,433.055159,723.1574501,8.412171629,13.16217163,8.912171629,12.66217163,10.9
2285,1142.5,434.4189323,721.0179519,8.412363239,13.16236324,8.912363239,12.66236324,10.9
2286,1143,435.7519154,718.3301248,8.412554681,13.16255468,8.912554681,12.66255468,10.9
2287,1143.5,436.8732059,715.9571951,8.412745955,13.16274596,8.912745955,12.66274596,10.9
2288,1144,437.6791685,714.449169,8.412937063,13.16293706,8.912937063,12.66293706,10.9
2289,1144.5,438.1977144,713.8690778,8.413128003,13.163128,8.913128003,12.663128,10.9
2290,1145,438.5543498,713.9706931,8.413318777,13.16331878,8.913318777,12.66331878,10.9
2291,1145.5,438.8792033,714.4074505,8.413509385,13.16350938,8.913509385,12.66350938,10.9
2292,1146,439.2192935,714.913624,8.413699825,13.16369983,8.913699825,12.66369983,10.9
2293,1146.5,439.5266528,715.3234529,8.4138901,13.1638901,8.9138901,12.6638901,10.9
2294,1147,439.7286082,715.5490038,8.414080209,13.16408021,8.914080209,12.66408021,10.9
2295,1147.5,439.8117378,715.556458,8.414270153,13.16427015,8.914270153,12.66427015,10.9
2296,1148,439.8397868,715.416591,8.41445993,13.16445993,8.91445993,12.66445993,10.9
2297,1148.5,439.8986756,715.3116265,8.414649543,13.16464954,8.914649543,12.66464954,10.9
2298,1149,440.0385519,715.5145886,8.41483899,13.16483899,8.91483899,12.66483899,10.9
2299,1149.5,440.2547011,716.1668885,8.415028273,13.16502827,8.915028273,12.66502827,10.9
2300,1150,440.5019321,717.1901116,8.415217391,13.16521739,8.915217391,12.66521739,10.9
2301,1150.5,440.718522,718.4077013,8.415406345,13.16540635,8.915406345,12.66540635,10.9
2302,1151,440.8460603,719.7547098,8.415595135,13.16559513,8.915595135,12.66559513,10.9
2303,1151.5,440.8495191,721.2803299,8.41578376,13.16578376,8.91578376,12.66578376,10.9
2304,1152,440.7305101,723.0623067,8.415972222,13.16597222,8.915972222,12.66597222,10.9
2305,1152.5,440.5279134,725.158005,8.416160521,13.16616052,8.916160521,12.66616052,10.9
2306,1153,440.3001694,727.4982076,8.416348656,13.16634866,8.916348656,12.66634866,10.9
2307,1153.5,440.0970227,729.7882894,8.416536628,13.16653663,8.916536628,12.66653663,10.9
2308,1154,439.9339011,731.7135155,8.416724437,13.16672444,8.916724437,12.66672444,10.9
2309,1154.5,439.785946,733.246395,8.416912083,13.16691208,8.916912083,12.66691208,10.9
2310,1155,439.6149965,734.6112234,8.417099567,13.16709957,8.917099567,12.66709957,10.9
2311,1155.5,439.4081246,735.9942938,8.417286889,13.16728689,8.917286889,12.66728689,10.9
2312,1156,439.1976116,737.3576602,8.417474048,13.16747405,8.917474048,12.66747405,10.9
2313,1156.5,439.0440895,738.6158996,8.417661046,13.16766105,8.917661046,12.66766105,10.9
2314,1157,439.0034323,739.7524938,8.417847882,13.16784788,8.917847882,12.66784788,10.9
2315,1157.5,439.1105075,740.6696944,8.418034557,13.16803456,8.918034557,12.66803456,10.9
2316,1158,439.3798734,741.1450104,8.418221071,13.16822107,8.918221071,12.66822107,10.9
2317,1158.5,439.7985674,741.0255519,8.418407423,13.16840742,8.918407423,12.66840742,10.9
2318,1159,440.3045367,740.3086163,8.418593615,13.16859362,8.918593615,12.66859362,10.9
2319,1159.5,440.8015242,739.0930687,8.418779646,13.16877965,8.918779646,12.66877965,10.9
2320,1160,441.2209277,737.5766087,8.418965517,13.16896552,8.918965517,12.66896552,10.9
2321,1160.5,441.5731306,736.0358517,8.419151228,13.16915123,8.919151228,12.66915123,10.9
2322,1161,441.9301803,734.6479331,8.419336779,13.16933678,8.919336779,12.66933678,10.9
2323,1161.5,442.352591,733.4165676,8.41952217,13.16952217,8.91952217,12.66952217,10.9
2324,1162,442.841752,732.252817,8.419707401,13.1697074,8.919707401,12.6697074,10.9
2325,1162.5,443.3440819,731.044979,8.419892473,13.16989247,8.919892473,12.66989247,10.9
2326,1163,443.7818846,729.7526645,8.420077386,13.17007739,8.920077386,12.67007739,10.9
2327,1163.5,444.0857903,728.5323662,8.42026214,13.17026214,8.92026214,12.67026214,10.9
2328,1164,444.2372368,727.6227478,8.420446735,13.17044674,8.920446735,12.67044674,10.9
2329,1164.5,444.291797,727.018803,8.420631172,13.17063117,8.920631172,12.67063117,10.9
2330,1165,444.3433334,726.5317801,8.420815451,13.17081545,8.920815451,12.67081545,10.9
2331,1165.5,444.4630719,726.0956042,8.420999571,13.17099957,8.920999571,12.67099957,10.9
2332,1166,444.6648314,725.9796102,8.421183533,13.17118353,8.921183533,12.67118353,10.9
2333,1166.5,444.9240272,726.4184696,8.421367338,13.17136734,8.921367338,12.67136734,10.9
2334,1167,445.2044377,727.3050285,8.421550985,13.17155099,8.921550985,12.67155099,10.9
2335,1167.5,445.4583202,728.4492219,8.421734475,13.17173448,8.921734475,12.67173448,10.9
2336,1168,445.6243382,729.8975571,8.421917808,13.17191781,8.921917808,12.67191781,10.9
2337,1168.5,445.6625857,731.773875,8.422100984,13.17210098,8.922100984,12.67210098,10.9
2338,1169,445.5893306,734.0200428,8.422284003,13.172284,8.922284003,12.672284,10.9
2339,1169.5,445.4658915,736.4119368,8.422466866,13.17246687,8.922466866,12.67246687,10.9
2340,1170,445.3567588,738.6793307,8.422649573,13.17264957,8.922649573,12.67264957,10.9
2341,1170.5,445.285214,740.6411054,8.422832123,13.17283212,8.922832123,12.67283212,10.9
2342,1171,445.2326636,742.355775,8.423014518,13.17301452,8.923014518,12.67301452,10.9
2343,1171.5,445.1734696,744.0054973,8.423196756,13.17319676,8.923196756,12.67319676,10.9
2344,1172,445.1054853,745.649071,8.42337884,13.17337884,8.92337884,12.67337884,10.9
2345,1172.5,445.0537898,747.1882422,8.423560768,13.17356077,8.923560768,12.67356077,10.9
2346,1173,445.0581258,748.5848811,8.42374254,13.17374254,8.92374254,12.67374254,10.9
2347,1173.5,445.1616728,749.8947196,8.423924159,13.17392416,8.923924159,12.67392416,10.9
2348,1174,445.3871184,751.083583,8.424105622,13.17410562,8.924105622,12.67410562,10.9
2349,1174.5,445.713855,752.0198811,8.424286931,13.17428693,8.924286931,12.67428693,10.9
2350,1175,446.0736513,752.5213908,8.424468085,13.17446809,8.924468085,12.67446809,10.9
2351,1175.5,446.3850773,752.593256,8.424649085,13.17464909,8.924649085,12.67464909,10.9
2352,1176,446.6158822,752.3841614,8.424829932,13.17482993,8.924829932,12.67482993,10.9
2353,1176.5,446.8075785,752.0975468,8.425010625,13.17501062,8.925010625,12.67501062,10.9
2354,1177,447.0454324,751.7973415,8.425191164,13.17519116,8.925191164,12.67519116,10.9
2355,1177.5,447.3906604,751.3295275,8.42537155,13.17537155,8.92537155,12.67537155,10.9
2356,1178,447.8502947,750.5233655,8.425551783,13.17555178,8.925551783,12.67555178,10.9
2357,1178.5,448.3804662,749.3442437,8.425731863,13.17573186,8.925731863,12.67573186,10.9
2358,1179,448.9261401,747.8413225,8.42591179,13.17591179,8.92591179,12.67591179,10.9
2359,1179.5,449.4442802,746.2029034,8.426091564,13.17609156,8.926091564,12.67609156,10.9
2360,1180,449.8973152,744.6977267,8.426271186,13.17627119,8.926271186,12.67627119,10.9
2361,1180.5,450.2719277,743.5167846,8.426450657,13.17645066,8.926450657,12.67645066,10.9
2362,1181,450.5716348,742.608002,8.426629975,13.17662997,8.926629975,12.67662997,10.9
2363,1181.5,450.8111253,741.8108329,8.426809141,13.17680914,8.926809141,12.67680914,10.9
2364,1182,450.991807,741.0959492,8.426988156,13.17698816,8.926988156,12.67698816,10.9
2365,1182.5,451.1062038,740.5853322,8.427167019,13.17716702,8.927167019,12.67716702,10.9
2366,1183,451.163565,740.3091875,8.427345731,13.17734573,8.927345731,12.67734573,10.9
2367,1183.5,451.2059968,740.2553281,8.427524292,13.17752429,8.927524292,12.67752429,10.9
2368,1184,451.3015775,740.4338535,8.427702703,13.1777027,8.927702703,12.6777027,10.9
2369,1184.5,451.5041194,740.807236,8.427880962,13.17788096,8.927880962,12.67788096,10.9
2370,1185,451.8528238,741.2684433,8.428059072,13.17805907,8.928059072,12.67805907,10.9
2371,1185.5,452.3510219,741.5894425,8.428237031,13.17823703,8.928237031,12.67823703,10.9
2372,1186,452.9459699,741.5487598,8.42841484,13.17841484,8.92841484,12.67841484,10.9
2373,1186.5,453.5332101,741.0329589,8.428592499,13.1785925,8.928592499,12.6785925,10.9
2374,1187,453.9867985,740.154223,8.428770008,13.17877001,8.928770008,12.67877001,10.9
2375,1187.5,454.2232752,739.1499375,8.428947368,13.17894737,8.928947368,12.67894737,10.9
2376,1188,454.2330613,738.2340714,8.429124579,13.17912458,8.929124579,12.67912458,10.9
2377,1188.5,454.0861314,737.5410416,8.429301641,13.17930164,8.929301641,12.67930164,10.9
2378,1189,453.8957862,737.1618523,8.429478553,13.17947855,8.929478553,12.67947855,10.9
2379,1189.5,453.7617602,737.1489267,8.429655317,13.17965532,8.929655317,12.67965532,10.9
2380,1190,453.7217353,737.5264987,8.429831933,13.17983193,8.929831933,12.67983193,10.9
2381,1190.5,453.7315784,738.1980368,8.4300084,13.1800084,8.9300084,12.6800084,10.9
2382,1191,453.7261318,738.9327438,8.430184719,13.18018472,8.930184719,12.68018472,10.9
2383,1191.5,453.6810707,739.544217,8.43036089,13.18036089,8.93036089,12.68036089,10.9
2384,1192,453.6293042,740.1025524,8.430536913,13.18053691,8.930536913,12.68053691,10.9
2385,1192.5,453.6209175,740.850127,8.430712788,13.18071279,8.930712788,12.68071279,10.9
2386,1193,453.6707554,741.9373021,8.430888516,13.18088852,8.930888516,12.68088852,10.9
2387,1193.5,453.7558201,743.1382875,8.431064097,13.1810641,8.931064097,12.6810641,10.9
2388,1194,453.8460373,744.0809246,8.431239531,13.18123953,8.931239531,12.68123953,10.9
2389,1194.5,453.9473575,744.6766303,8.431414818,13.18141482,8.931414818,12.68141482,10.9
2390,1195,454.0794255,745.1075261,8.431589958,13.18158996,8.931589958,12.68158996,10.9
2391,1195.5,454.249336,745.5590813,8.431764952,13.18176495,8.931764952,12.68176495,10.9
2392,1196,454.4394935,746.0714553,8.431939799,13.1819398,8.931939799,12.6819398,10.9
2393,1196.5,454.6066713,746.6594086,8.432114501,13.1821145,8.932114501,12.6821145,10.9
2394,1197,454.7240295,747.408102,8.432289056,13.18228906,8.932289056,12.68228906,10.9
2395,1197.5,454.8069948,748.539483,8.432463466,13.18246347,8.932463466,12.68246347,10.9
2396,1198,454.9102576,750.1991996,8.43263773,13.18263773,8.93263773,12.68263773,10.9
2397,1198.5,455.0851759,752.3292933,8.432811848,13.18281185,8.932811848,12.68281185,10.9
2398,1199,455.3426643,754.7148487,8.432985822,13.18298582,8.932985822,12.68298582,10.9
2399,1199.5,455.6596911,757.0586222,8.43315965,13.18315965,8.93315965,12.68315965,10.9
2400,1200,456.0116358,759.0719572,8.433333333,13.18333333,8.933333333,12.68333333,10.9
2401,1200.5,456.394589,760.7116591,8.433506872,13.18350687,8.933506872,12.68350687,10.9
2402,1201,456.8118027,762.2021184,8.433680266,13.18368027,8.933680266,12.68368027,10.9
2403,1201.5,457.2544339,763.7704532,8.433853516,13.18385352,8.933853516,12.68385352,10.9
2404,1202,457.6916392,765.4080479,8.434026622,13.18402662,8.934026622,12.68402662,10.9
2405,1202.5,458.0528734,766.9816043,8.434199584,13.18419958,8.934199584,12.68419958,10.9
2406,1203,458.2316338,768.5899177,8.434372402,13.1843724,8.934372402,12.6843724,10.9
2407,1203.5,458.1138443,770.7838602,8.434545077,13.18454508,8.934545077,12.68454508,10.9
2408,1204,457.6284102,774.2419858,8.434717608,13.18471761,8.934717608,12.68471761,10.9
2409,1204.5,456.780712,779.0385519,8.434889996,13.18489,8.934889996,12.68489,10.9
2410,1205,455.6518091,784.6116673,8.435062241,13.18506224,8.935062241,12.68506224,10.9
2411,1205.5,454.3835783,790.4774552,8.435234343,13.18523434,8.935234343,12.68523434,10.9
2412,1206,453.1573562,796.2777747,8.435406302,13.1854063,8.935406302,12.6854063,10.9
2413,1206.5,452.1752178,801.278455,8.435578119,13.18557812,8.935578119,12.68557812,10.9
2414,1207,451.5939994,804.788189,8.435749793,13.18574979,8.935749793,12.68574979,10.9
2415,1207.5,451.4499993,806.8492794,8.435921325,13.18592133,8.935921325,12.68592133,10.9
2416,1208,451.6365142,807.8874683,8.436092715,13.18609272,8.936092715,12.68609272,10.9
2417,1208.5,451.9651229,808.2378803,8.436263964,13.18626396,8.936263964,12.68626396,10.9
2418,1209,452.2736579,808.1486447,8.43643507,13.18643507,8.93643507,12.68643507,10.9
2419,1209.5,452.501109,807.8678223,8.436606036,13.18660604,8.936606036,12.68660604,10.9
2420,1210,452.6777537,807.5661972,8.43677686,13.18677686,8.93677686,12.68677686,10.9
2421,1210.5,452.8542831,807.2130624,8.436947542,13.18694754,8.936947542,12.68694754,10.9
2422,1211,453.0487542,806.7586195,8.437118084,13.18711808,8.937118084,12.68711808,10.9
2423,1211.5,453.2429207,806.2229187,8.437288485,13.18728849,8.937288485,12.68728849,10.9
2424,1212,453.4249761,805.6090287,8.437458746,13.18745875,8.937458746,12.68745875,10.9
2425,1212.5,453.63903,804.83154,8.437628866,13.18762887,8.937628866,12.68762887,10.9
2426,1213,453.9856449,803.7073433,8.437798846,13.18779885,8.937798846,12.68779885,10.9
2427,1213.5,454.5640153,801.8686781,8.437968686,13.18796869,8.937968686,12.68796869,10.9
2428,1214,455.404121,798.9147321,8.438138386,13.18813839,8.938138386,12.68813839,10.9
2429,1214.5,456.4531878,794.9345585,8.438307946,13.18830795,8.938307946,12.68830795,10.9
2430,1215,457.6278104,790.5399064,8.438477366,13.18847737,8.938477366,12.68847737,10.9
2431,1215.5,458.8585601,786.2088366,8.438646647,13.18864665,8.938646647,12.68864665,10.9
2432,1216,460.069425,782.2007334,8.438815789,13.18881579,8.938815789,12.68881579,10.9
2433,1216.5,461.1425822,779.1590466,8.438984792,13.18898479,8.938984792,12.68898479,10.9
2434,1217,461.952397,777.8270172,8.439153657,13.18915366,8.939153657,12.68915366,10.9
2435,1217.5,462.4550396,778.139416,8.439322382,13.18932238,8.939322382,12.68932238,10.9
2436,1218,462.7342002,779.3287351,8.439490969,13.18949097,8.939490969,12.68949097,10.9
2437,1218.5,462.947813,780.6917948,8.439659417,13.18965942,8.939659417,12.68965942,10.9
2438,1219,463.2246732,782.0312136,8.439827728,13.18982773,8.939827728,12.68982773,10.9
2439,1219.5,463.6000398,783.3696686,8.4399959,13.1899959,8.9399959,12.6899959,10.9
2440,1220,464.031837,784.77432,8.440163934,13.19016393,8.940163934,12.69016393,10.9
2441,1220.5,464.4620566,786.2917767,8.440331831,13.19033183,8.940331831,12.69033183,10.9
2442,1221,464.8637669,787.8645554,8.44049959,13.19049959,8.94049959,12.69049959,10.9
2443,1221.5,465.2454431,789.3537971,8.440667212,13.19066721,8.940667212,12.69066721,10.9
2444,1222,465.6221523,790.6963613,8.440834697,13.1908347,8.940834697,12.6908347,10.9
2445,1222.5,465.9927689,791.9740317,8.441002045,13.19100204,8.941002045,12.69100204,10.9
2446,1223,466.3400928,793.2385724,8.441169256,13.19116926,8.941169256,12.69116926,10.9
2447,1223.5,466.66184,794.3436637,8.44133633,13.19133633,8.94133633,12.69133633,10.9
2448,1224,467.0020081,795.0358871,8.441503268,13.19150327,8.941503268,12.69150327,10.9
2449,1224.5,467.4328395,795.3485884,8.441670069,13.19167007,8.941670069,12.69167007,10.9
2450,1225,467.9940696,795.7105442,8.441836735,13.19183673,8.941836735,12.69183673,10.9
2451,1225.5,468.6480816,796.4413859,8.442003264,13.19200326,8.942003264,12.69200326,10.9
2452,1226,469.2975043,797.5123417,8.442169657,13.19216966,8.942169657,12.69216966,10.9
2453,1226.5,469.8532925,798.5573489,8.442335915,13.19233592,8.942335915,12.69233592,10.9
2454,1227,470.2890436,799.187321,8.442502037,13.19250204,8.942502037,12.69250204,10.9
2455,1227.5,470.6253961,799.2803527,8.442668024,13.19266802,8.942668024,12.69266802,10.9
2456,1228,470.8758432,799.1444331,8.442833876,13.19283388,8.942833876,12.69283388,10.9
2457,1228.5,471.0204472,799.1606355,8.442999593,13.19299959,8.942999593,12.69299959,10.9
2458,1229,471.0245964,799.3811091,8.443165175,13.19316517,8.943165175,12.69316517,10.9
2459,1229.5,470.8739621,799.6422992,8.443330622,13.19333062,8.943330622,12.69333062,10.9
2460,1230,470.5986321,799.8383543,8.443495935,13.19349593,8.943495935,12.69349593,10.9
2461,1230.5,470.2580849,799.9952079,8.443661113,13.19366111,8.943661113,12.69366111,10.9
2462,1231,469.8997343,800.1521779,8.443826158,13.19382616,8.943826158,12.69382616,10.9
2463,1231.5,469.5235054,800.3818237,8.443991068,13.19399107,8.943991068,12.69399107,10.9
2464,1232,469.0793209,800.8201551,8.444155844,13.19415584,8.944155844,12.69415584,10.9
2465,1232.5,468.5080146,801.7343888,8.444320487,13.19432049,8.944320487,12.69432049,10.9
2466,1233,467.7975846,803.5778413,8.444484996,13.194485,8.944484996,12.694485,10.9
2467,1233.5,466.9889157,806.8559155,8.444649372,13.19464937,8.944649372,12.69464937,10.9
2468,1234,466.1166141,811.5884354,8.444813614,13.19481361,8.944813614,12.69481361,10.9
2469,1234.5,465.1612528,817.053524,8.444977724,13.19497772,8.944977724,12.69497772,10.9
2470,1235,464.0707032,822.4283997,8.4451417,13.1951417,8.9451417,12.6951417,10.9
2471,1235.5,462.8243135,827.2951679,8.445305544,13.19530554,8.945305544,12.69530554,10.9
2472,1236,461.4673169,831.6178973,8.445469256,13.19546926,8.945469256,12.69546926,10.9
2473,1236.5,460.078419,835.7242963,8.445632835,13.19563283,8.945632835,12.69563283,10.9
2474,1237,458.7062283,839.9668597,8.445796281,13.19579628,8.945796281,12.69579628,10.9
2475,1237.5,457.3512804,844.4821109,8.445959596,13.1959596,8.945959596,12.6959596,10.9
2476,1238,456.0017423,849.1171527,8.446122779,13.19612278,8.946122779,12.69612278,10.9
2477,1238.5,454.6731505,853.6729482,8.44628583,13.19628583,8.94628583,12.69628583,10.9
2478,1239,453.4105062,858.0833156,8.446448749,13.19644875,8.946448749,12.69644875,10.9
2479,1239.5,452.2562929,862.4894661,8.446611537,13.19661154,8.946611537,12.69661154,10.9
2480,1240,451.2177812,866.9794696,8.446774194,13.19677419,8.946774194,12.69677419,10.9
2481,1240.5,450.2730688,871.4137804,8.446936719,13.19693672,8.946936719,12.69693672,10.9
2482,1241,449.4061581,875.5723028,8.447099114,13.19709911,8.947099114,12.69709911,10.9
2483,1241.5,448.6315835,879.4007332,8.447261377,13.19726138,8.947261377,12.69726138,10.9
2484,1242,447.9946891,882.990516,8.44742351,13.19742351,8.94742351,12.69742351,10.9
2485,1242.5,447.5435664,886.2999781,8.447585513,13.19758551,8.947585513,12.69758551,10.9
2486,1243,447.2928157,888.963092,8.447747385,13.19774739,8.947747385,12.69774739,10.9
